Business Name,UBI#,Business Type,Principal Office Address,Registered Agent Name,Status
"MILESTONE AT HUDSON HEIGHTS, LLC",603 503 886,WA LIMITED LIABILITY COMPANY,"8512 CANYON RD E # 105, PUYALLUP, WA, 98371-6330, UNITED STATES",RONALD NEWMAN,Active
"MILESTONE MASONRY COMPANY, LLC",602 757 284,WA LIMITED LIABILITY COMPANY,"2206 S UNIVERSITY RD, SPOKANE VLY, WA, 99206-5609, UNITED STATES",MICHAEL SABLAN,Active
"MILITARY ASSISTED SERVICEPERSON'S HOUSING, INC.",601 800 649,FOREIGN PROFIT CORPORATION,,JOHN SPENCER STEWART,Terminated
MILITARY PERSONNEL SERVICES CORPORATION,602 448 028,FOREIGN PROFIT CORPORATION,"1780 BARNES BLVD SW BLDG G, TUMWATER, WA, 98512, UNITED STATES","NATIONAL REGISTERED AGENTS, INC.",Terminated
"MILK CREEK ADDISON GREENS, LLC",602 753 731,WA LIMITED LIABILITY COMPANY,"110 110TH AVE NE #550, BELLEVUE, WA, 98004, UNITED STATES","ADDISON GREENS APARTMENT ASSOCIATES, LLC",Administratively Dissolved
"MILLARD M. DAVIDSON, INC.",601 471 920,WA PROFIT CORPORATION,,MILLARD M DAVIDSON,Inactive
"MILLENIUM MASONRY, INC.",601 998 125,WA PROFIT CORPORATION,,MICHAEL ISBRANDTSEN,Inactive
"MILLENIUM MASONRY, LLC",602 774 239,WA LIMITED LIABILITY COMPANY,"27773 W GILLIGAN CREEK RD, SEDRO WOOLLEY, WA, 98284, UNITED STATES",CHRISTI L DEL NAGRO,Inactive
MILLER & MATHISON ENTERPRISES INC.,602 487 038,WA PROFIT CORPORATION,"3124 SW 167TH, BURIEN, WA, 98166, UNITED STATES",SHARON MATHISON,Voluntarily Dissolved
"MILLER & SONS CONSTRUCTION, INC.",601 755 813,WA PROFIT CORPORATION,,BOB G MILLER,Inactive
"MILLER & SONS CONSTRUCTION, LLC",604 519 223,WA LIMITED LIABILITY COMPANY,"242 N CHAIN LAKES DR, ELK, WA, 99009-9709, UNITED STATES",CHARLES CARROLL,Active
"MILLER & SONS CONSTRUCTION, LLC",603 594 531,WA LIMITED LIABILITY COMPANY,"242 N CHAIN LAKES DR, ELK, WA, 99009, UNITED STATES",BRADLEY C MILLER,Administratively Dissolved
MILLER & SONS HEATING LLC,602 289 492,WA LIMITED LIABILITY COMPANY,,KATHLEEN MILLER,Inactive
MILLER & SONS WELDING INC.,602 934 133,FOREIGN PROFIT CORPORATION,"61384 DEE COX RD, HEPPNER, OR, 97836, UNITED STATES","INCORP SERVICES, INC.",Active
"MILLER & SONS, INC.",601 004 280,WA PROFIT CORPORATION,"715 CHAMBERS ST NE, OLYMPIA, WA, 98506-4837, UNITED STATES","BEAN, GENTRY, WHEELER & PETERNELL, PLLC",Active
"MILLER - ARNASON, L.L.C.",601 851 314,WA LIMITED LIABILITY COMPANY,"12721 NE BEL RED RD STE 1, BELLEVUE, WA, 98005-2605, UNITED STATES",WILLIAM J RISS,Active
MILLER AND SONS CONSTRUCTION AND HEATING LLC,603 440 695,WA LIMITED LIABILITY COMPANY,"242 N CHAIN LAKES, ELK, WA, 99009, UNITED STATES",BRAD MILLER,Administratively Dissolved
"MILLER MALONE & TELLEFSON, P.S.",601 838 126,WA PROFESSIONAL SERVICE CORPORATION,"3110 RUSTON WAY, SUITE F, TACOMA, WA, 98402, UNITED STATES",FRANK L MILLER,Active
MILLER MASONRY LLC,602 765 869,WA LIMITED LIABILITY COMPANY,"19624 SE 192ND ST, RENTON, WA, 98058, UNITED STATES",P.A. HAIGHT,Inactive
"MILLER'S SONS CONTRACTING, LLC",604 131 573,WA LIMITED LIABILITY COMPANY,"19204 NE GABRIEL RD, YACOLT, WA, 98675-4117, UNITED STATES",TYLER MILLER,Active
"MILLER-NICHOLSON INVESTMENTS, INC.",601 686 777,WA PROFIT CORPORATION,,MN SERVICE CORPORATION (WA),Inactive
"MILLER-NICHOLSON, INC.",178 075 571,WA PROFIT CORPORATION,"2005 AIRPORT WAY S, SEATTLE, WA, 98134-1602, UNITED STATES",MN SERVICE CORPORATION (WA),Active
"MILLISON/CROCKETT, L.L.C.",601 594 417,WA LIMITED LIABILITY COMPANY,,KEVIN MILLISON,Inactive
MILLS SONS LLC,603 067 138,WA LIMITED LIABILITY COMPANY,"2024 150TH AVE SE, BELLEVUE, WA, 98007, UNITED STATES",BRIAN MILLS,Active
"MILLSON, LLC",602 488 285,WA LIMITED LIABILITY COMPANY,"12709 E MIRABEAU PKWY, STE 10, SPOKANE VLY, WA, 99216-1666, UNITED STATES",JMA COMMERCIAL REAL ESTATE,Active
MILLWARD AND SON LLC,603 583 143,WA LIMITED LIABILITY COMPANY,"161 TWISP RIVER ROAD, TWISP, WA, 98856, UNITED STATES",TIM MILLWARD,Administratively Dissolved
"MILNE ADDISON GREENS, LLC",602 644 720,WA LIMITED LIABILITY COMPANY,"110 110TH AVE NE STE 550, BELLEVUE, WA, 98004, UNITED STATES","ADDISON GREENS APARTMENT ASSOCIATES, LLC",Active
"MILNE MASONRY, INC.",601 777 201,FOREIGN PROFIT CORPORATION,"14489 SE HWY 212, CLACKAMAS, OR, 97015, UNITED STATES",BUSINESS FILINGS INCORPORATED,Active
"MILO ALBENSON INVESTMENTS, LLC",602 483 777,WA LIMITED LIABILITY COMPANY,"4104 214TH ST SW UNIT C, MOUNTLAKE TERRACE, WA, 98043, UNITED STATES",MIKE ATKINSON,Inactive
MILSON LLC,602 873 228,WA LIMITED LIABILITY COMPANY,"14323 NE 167TH ST, WOODINVILLE, WA, 98072-9068, UNITED STATES",EVA M MILLER-PETERSON,Active
MILSONS TECH LLC,604 388 932,WA LIMITED LIABILITY COMPANY,"5373 GUIDE MERIDIAN STE D11, BELLINGHAM, WA, 98226-9313, UNITED STATES",UNITY HR,Active
MILWAUKEE JAMES MADISON HIGH SCHOOL CLASS OF 76,603 606 634,WA NONPROFIT CORPORATION,"17611 NE 110TH WAY, REDMOND, WA, 98052, UNITED STATES",JOHN STILIN,Active
MINGPERSON LLC,604 338 402,WA LIMITED LIABILITY COMPANY,"10555 MAIN ST, APT 508, BELLEVUE, WA, 98004-6792, UNITED STATES",YUEMING LUAN,Delinquent
MINI ANDERSON LLC,604 306 114,WA LIMITED LIABILITY COMPANY,"18329 E STATE ROUTE 3 # 611, ALLYN, WA, 98524-3226, UNITED STATES",KELLY & DOUG PALMER,Active
"MINIHAN & SONS, INC.",602 689 802,FOREIGN PROFIT CORPORATION,"7325 N HOOVER, VALLEY CENTER, KS, 67147",C T CORPORATION SYSTEM,Terminated
"MINIHAN & SONS, LLC",603 100 402,WA LIMITED LIABILITY COMPANY,"6211 224TH ST E, SPANAWAY, WA, 98387-5808, UNITED STATES",SHANNON MINIHAN,Active
MINISTERIOS ROCA FUERTE - EVERSON,603 170 623,WA NONPROFIT CORPORATION,"PO BOX 257, OLYMPIA, WA, 98507-0257, UNITED STATES",MARIO MATA,Active
MINNYSONODA CORPORATION,601 695 624,WA PROFIT CORPORATION,"14428 167TH AVE SE, MONROE, WA, 98272-2915, UNITED STATES",BILL PETERSON,Active
MINOR MASONRY SPECIALISTS INC.,602 691 282,WA PROFIT CORPORATION,"1503 S LINCOLN, SPOKANE, WA, 99203, UNITED STATES",ERIC S CHRISTENSON,Inactive
"MINT CONDITION PERSONAL TRAINING, LLC",602 967 876,FOREIGN LIMITED LIABILITY COMPANY,"PO BOX 17598 #32160, BALTIMORE, MD, 21297, UNITED STATES",,Terminated
"MINZEL, THOMPSON, AND ASSOCIATES, INCORPORATED",602 829 329,WA PROFIT CORPORATION,"2916 E CHERRY ST SUITE A, SEATTLE, WA, 98122-122\, UNITED STATES",THEODORE J THOMPSON,Inactive
MIRA & SONS LLC,604 476 578,WA LIMITED LIABILITY COMPANY,"4017 36TH AVE SW, SEATTLE, WA, 98126-2424, UNITED STATES",JANNA ANNEST,Active
"MIRIAM ERICKSON, PH.D., PS",602 873 043,WA PROFESSIONAL SERVICE CORPORATION,"800 OFFICERS ROW STE C, VANCOUVER, WA, 98661-3847, UNITED STATES",MIRIAM ERICKSON,Active
MIRIAM PETERSON FAMILY LLC,602 788 727,WA LIMITED LIABILITY COMPANY,"1822 N 47TH ST, SEATTLE, WA, 98103, UNITED STATES",LAUREL JAMES,Administratively Dissolved
MISHLER'S CHIMNEY & MASONRY LLC,604 000 703,WA LIMITED LIABILITY COMPANY,"12106 N DOVER RD, NINE MILE FALLS, WA, 99026, UNITED STATES",ZACH MISHLER,Administratively Dissolved
"MISLIM AND SON, INC",603 179 703,WA PROFIT CORPORATION,"3434 S 144TH ST APT 144, TUKWILA, WA, 98168-4062, UNITED STATES",MISLIM ISLAMOV,Active
MISS ALISON FISHERIES LLC,602 620 696,WA LIMITED LIABILITY COMPANY,"4016 MERIDIAN AVE N D, TULALIP, WA, 98271, UNITED STATES",DOUG ELWELL,Active
MISS MADISON INC.,604 145 614,FOREIGN NONPROFIT CORPORATION,"6440 S 144TH ST, TUKWILA, WA, 98168-4609, UNITED STATES",CHARLIE GROOMS,Active
MISS MASON AREA SCHOLARSHIP & MENTORSHIP PAGEANT,604 288 286,WA NONPROFIT CORPORATION,,"UNITED STATES  CORPORATION AGENTS, INC.",Administratively Dissolved
MISS MASON COUNTY SCHOLARSHIP PROGRAM,602 398 059,WA NONPROFIT CORPORATION,"131 E MOOREVIEW LN, SHELTON, WA, 98584, UNITED STATES",TAMI ENGSTROM,Inactive
"MISS.ONE, INC.",602 486 115,WA PROFIT CORPORATION,"115 W DENNY WAY STE 206, SEATTLE, WA, 98119, UNITED STATES",BRENDAN CRAIN,Inactive
"MISSFIT PERSONAL TRAINING, LLC",602 900 178,WA LIMITED LIABILITY COMPANY,"127 E FRON ST #1W, PORT ANGELES, WA, 98362, UNITED STATES",MARISSA TAYLOR,Administratively Dissolved
"MISSION MASONRY, LLC",602 738 125,WA LIMITED LIABILITY COMPANY,,ERIC KENT,Administratively Dissolved
MISTER MAGNUSON LLC,602 457 592,WA LIMITED LIABILITY COMPANY,"109 N 6TH ST, COULEE CITY, WA, 99115, UNITED STATES",KEVIN MISTER,Administratively Dissolved
"MISTY APRIL ROBINSON DECLARK, LLC",603 361 663,WA LIMITED LIABILITY COMPANY,"343 15TH AVE, KIRKLAND, WA, 98033, UNITED STATES",MISTY APRIL ROBINSON DECLARK,Active
"MISTY MASON CONSULTING, LLC",604 365 074,WA LIMITED LIABILITY COMPANY,"24110 E SHARP AVE, LIBERTY LAKE, WA, 99019-9590, UNITED STATES",MISTY MASON,Active
MITCH HENDERSON MARKETPRO LLC,602 800 730,WA LIMITED LIABILITY COMPANY,"8689 CORALIE PLACE NW, BREMERTON, WA, 98311-9040, UNITED STATES",MITCHELL HENDERSON,Inactive
MITCH PETERSON INC. P.S.,603 371 002,WA PROFESSIONAL SERVICE CORPORATION,"1604 HEWITT AVE, SUITE 515, EVERETT, WA, 98201-3595, UNITED STATES",MITCHELL PETERSON,Active
"MITCHELL & SONS CONSTRUCTION, INC.",602 444 057,WA PROFIT CORPORATION,"30823 22ND AVE S, AUBURN, WA, 98003, UNITED STATES",JENNIFER MITCHELL,Inactive
"MITCHELL & SONS, INC.",601 890 576,WA PROFIT CORPORATION,"18404 215TH AVE E, ORTING, WA, 98360, UNITED STATES",TIMOTHY A MITCHELL,Delinquent
"MITCHELL & WILSON PROPERTIES, LLC",602 614 767,WA LIMITED LIABILITY COMPANY,"20315 128TH PL NE, WOODINVILLE, WA, 98072, UNITED STATES",SHANTEL BRAY,Inactive
MITCHELL AND SONCARTY LIMITED LIABILITY COMPANY,602 028 180,WA LIMITED LIABILITY COMPANY,,GERALD E MITCHELL,Inactive
MITCHELL MASONRY & CONSTRUCTION LIMITED LIABILITY COMPANY,603 489 530,WA LIMITED LIABILITY COMPANY,"4018 BAGLEY AVE N, SEATTLE, WA, 98103, UNITED STATES",MARK MITCHELL,Administratively Dissolved
"MITCHELL NELSON GROUP, INCORPORATED",600 372 594,FOREIGN PROFIT CORPORATION,,CT CORPORATION SYSTEM,Terminated
"MITCHELSON APPRAISAL SERVICES, INC.",602 114 132,WA PROFIT CORPORATION,,TRACY L MITCHELSON,Inactive
"MITCHELSON LAW OFFICE, INC. P.S.",602 264 711,WA PROFESSIONAL SERVICE CORPORATION,,ROBERT D MITCHELSON,Inactive
"MITCHELSON, POYFAIR & ENGLISH, INC., P.S.",600 150 593,WA PROFESSIONAL SERVICE CORPORATION,,ROBERT D MITCHELSON,Inactive
MJ AND SONS LOGISTICS LLC,604 418 699,WA LIMITED LIABILITY COMPANY,"1730 112TH ST SW APT A202, EVERETT, WA, 98204-8796, UNITED STATES","UNITED STATES  CORPORATION AGENTS, INC",Active
MJ MALMSTROM & SONS LLC,603 484 732,WA LIMITED LIABILITY COMPANY,"24027 20TH AVE S, DES MOINES, WA, 98198, UNITED STATES",CLAY N MALMSTROM,Active
"MJ PATTERSON, INC.",601 720 761,WA PROFIT CORPORATION,"910 SPRUCE ST, ILWACO, WA, 98624, UNITED STATES",MICHAEL J PATTERSON,Administratively Dissolved
"MJ SON, LLC, A WASHINGTON LIMITED LIABILITY",602 140 762,WA LIMITED LIABILITY COMPANY,,VIVIAN PETERSON,Administratively Dissolved
"MJ WILSON INVESTMENTS, LLC",602 428 029,WA LIMITED LIABILITY COMPANY,"23431 SE 192ND ST, PO BOX 1510, MAPLE VALLEY, WA, 98038, UNITED STATES",MARLEA WILSON,Inactive
MJACKSON LLC,603 389 831,WA LIMITED LIABILITY COMPANY,"7683 SE 27TH ST #477, MERCER ISLAND, WA, 98040, UNITED STATES",TIMOTHY OKEEFE,Administratively Dissolved
MJEVANSON LLC,602 957 726,WA LIMITED LIABILITY COMPANY,"2819 222ND AVE NE, SAMMAMISH, WA, 98074, UNITED STATES",MARK EVANSON,Inactive
MJM MASONRY & CONSTRUCTION LLC,603 531 566,FOREIGN LIMITED LIABILITY COMPANY,"16667 SW AMY LN, BEAVERTON, OR, 97007, UNITED STATES",DOROTHY NELSON,Terminated
"MJN LEGACIES ADDISON GREENS, LLC",603 421 761,WA LIMITED LIABILITY COMPANY,"110 110TH AVE NE #550, BELLEVUE, WA, 98004, UNITED STATES","1031 XPRESS, INC.",Administratively Dissolved
"MJOLNER LODGE NO. 34, SONS OF NORWAY",601 805 774,WA NONPROFIT CORPORATION,,SHARRON KNUTSON,Inactive
"MJS BEAUTIFUL SONG TRADING, INC.",604 281 957,WA PROFIT CORPORATION,,MOHYUN JIN SONG,Administratively Dissolved
MK ALLISON FAMILY LLC,602 796 516,WA LIMITED LIABILITY COMPANY,"850 HIGHWOOD DRIVE SW, ISSAQUAH, WA, 98027, UNITED STATES",KELLY ALLISON,Administratively Dissolved
"MKT STEVENSON, L.L.C.",602 408 071,WA LIMITED LIABILITY COMPANY,"333 ROCK CREEK RD, STEVENSON, WA, 98648, UNITED STATES",NAVEED TANVEER,Inactive
ML ANDERSON'S QUALITY PAINTING LLC,604 405 014,WA LIMITED LIABILITY COMPANY,"4220 FACTORIA BLVD SE APT 213, BELLEVUE, WA, 98006-1964, UNITED STATES",MAURICE ANDERSON,Active
ML JACKSON ADVISORS LLC,603 162 751,WA LIMITED LIABILITY COMPANY,"109 2ND ST S #327, KIRKLAND, WA, 98033, UNITED STATES",MICHAEL JACKSON,Administratively Dissolved
ML MASON AVENUE GP LLC,603 257 690,WA LIMITED LIABILITY COMPANY,"1911 65TH AVE W, TACOMA, WA, 98466-6225, UNITED STATES","TRUSTEE AND CORPORATE SERVICES, INC.",Active
"ML MASON ENTERPRISES, LLC",602 479 462,WA LIMITED LIABILITY COMPANY,"1432 SWEETBAY DR, BELLINGHAM, WA, 98229, UNITED STATES",MICHELLE L MASON,Inactive
ML SIMPSON LLC,603 304 826,WA LIMITED LIABILITY COMPANY,"2128 N SNYDER AVE, BREMERTON, WA, 98312, UNITED STATES",LINDA SIMPSON,Administratively Dissolved
ML STIMPSON LLC,604 277 870,WA LIMITED LIABILITY COMPANY,"31978 36TH AVE SW, FEDERAL WAY, WA, 98023-2138, UNITED STATES",MARK STIMPSON,Active
"MLB & SON TRANSPORT, INC.",601 921 645,WA PROFIT CORPORATION,,DAVID E DUSKIN,Administratively Dissolved
"MLERICKSON, LLC",603 013 496,WA LIMITED LIABILITY COMPANY,"404 PIKE STREET, SEATTLE, WA, 98101, UNITED STATES",MELINDA ERICKSON,Administratively Dissolved
"MLH MADISON, LLC",604 009 654,WA LIMITED LIABILITY COMPANY,"1457 130TH AVENUE, BELLEVUE, WA, 98005, UNITED STATES",STEVEN J MALSAM,Active
MLJACKSON CPA LLC,603 234 514,WA LIMITED LIABILITY COMPANY,"1524 MARKET ST. #260, KIRKLAND, WA, 98033, UNITED STATES",MICHAEL JACKSON,Active
MLJACKSON REAL ESTATE LLC,603 234 426,WA LIMITED LIABILITY COMPANY,"1524 MARKET ST. #260, KIRKLAND, WA, 98033, UNITED STATES",MICHAEL  JACKSON,Active
"MM HARRISON PROPERTIES, L.L.C.",604 215 764,WA LIMITED LIABILITY COMPANY,"7412 71ST AVENUE CT SW, LAKEWOOD, WA, 98498-6396, UNITED STATES",MARY ANN HARRISON,Active
"MMDONALDSON, INC.",601 945 182,WA PROFIT CORPORATION,,ASPEN SERVICES GROUP LLC,Inactive
"MN PAINTING AND SONS, LLC",603 169 096,WA LIMITED LIABILITY COMPANY,"19531 55TH AVE NE, LAKE FOREST PARK, WA, 98155, UNITED STATES",MARIO NOSETTI,Administratively Dissolved
"MOB BRONSON PLACE, LLC",602 886 103,FOREIGN LIMITED LIABILITY COMPANY,"37 GRAHAM ST STE 200B, SAN FRANCISCO, CA, 94129, UNITED STATES",C T CORPORATION SYSTEM,Withdrawn
MOBILITY PERSONAL TRAINING LLC,603 297 024,WA LIMITED LIABILITY COMPANY,"7 35TH AVE CT NW, GIG HARBOR, WA, 98335, UNITED STATES",ANGELA WINKS,Administratively Dissolved
MODERN MASONRY DESIGN & CRAFT LLC,604 156 985,WA LIMITED LIABILITY COMPANY,"1614 SW 324TH PL, FEDERAL WAY, WA, 98023, UNITED STATES",IGOR KISLYAK,Active
"MOEN AND SONS, LLC",601 904 841,WA LIMITED LIABILITY COMPANY,,MICHAEL MOEN,Inactive
MOERKE & SONS PUMP & DRILLING INC.,601 475 432,WA PROFIT CORPORATION,"1162 NW STATE AVE, CHEHALIS, WA, 98532-1829, UNITED STATES",LAURA MOERKE JONES,Active
"MOERKE & SONS, INC.",600 342 377,WA PROFIT CORPORATION,,LOREN MOERKE,Administratively Dissolved
"MOEVERSON PROPERTIES, LLC",604 073 084,WA LIMITED LIABILITY COMPANY,"12037 17TH AVE, SEATTLE, WA, 98125, UNITED STATES",DAN IVERSON,Active
"MOFFETT PERSONAL TRAINING STUDIO, LLC",602 745 386,WA LIMITED LIABILITY COMPANY,"3216 W LYNN ST, SEATTLE, WA, 98199-3920, UNITED STATES",KRISTEN M MOFFETT,Active
MOGON THOMPSON CORPORATION,600 600 750,WA PROFIT CORPORATION,,LEE C THOMPSON,Inactive
"MOHLER MASONRY, INC.",602 461 036,WA PROFIT CORPORATION,"31 HADLOCK AVE, PORT HADLOCK, WA, 98339, UNITED STATES",STEPHEN C MOHLER,Inactive
"MOJILIFE JANEL HUDSON, LLC",604 062 337,WA LIMITED LIABILITY COMPANY,"110 N  CHINOOK ST, MOXEE, WA, 98936, UNITED STATES",JANEL HUDSON,Voluntarily Dissolved
"MOLALLA MASONRY, INC.",602 407 076,FOREIGN PROFIT CORPORATION,"30004 S HWY 213, MOLALLA, OR, 97038",ATHENA CASCIANO,Terminated
MOLLI M WILSON PSYCHOLOGICAL SERVICES P.L.L.C.,603 551 133,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"27121 174TH PL SE #100, COVINGTON, WA, 98042, UNITED STATES",MOLLI M WILSON PHD,Administratively Dissolved
"MOLLIE JOHNSON INTERIORS, INC.",604 084 980,FOREIGN PROFIT CORPORATION,"ONE HOLLIS ST STE 102, WELLESLEY, MA, 02482, UNITED STATES","NATIONAL REGISTERED AGENTS, INC.",Terminated
MOLLY FLYNN PERSONAL CHEF LLC,603 266 366,WA LIMITED LIABILITY COMPANY,,MOLLY FLYNN,Administratively Dissolved
"MOLLY HENDERSON ARNP, INC",603 464 243,WA PROFIT CORPORATION,"1722 JASMINE ST NW, OLYMPIA, WA, 98502-4143, UNITED STATES",MOLLY HENDERSON,Active
"MOLLY HENDERSON ARNP, INC.",602 243 400,WA PROFIT CORPORATION,,GARY W OLDHAM,Inactive
"MOLLY THOMPSON LANDSCAPE DESIGN, LLC",604 059 113,WA LIMITED LIABILITY COMPANY,"2507 29TH AVE W, SEATTLE, WA, 98199, UNITED STATES",MOLLY THOMPSON,Active
"MOLSON ENERGY ENTERPRISES, LLC",603 198 900,WA LIMITED LIABILITY COMPANY,"10004 NE DAY RD, BAINBRIDGE ISLAND, WA, 98110, UNITED STATES",CARL MATTHEW OLSON,Active
"MOLSON RUNNER SLEDS, LLC",603 249 528,WA LIMITED LIABILITY COMPANY,"17515 SE 257TH ST, COVINGTON, WA, 98042-8367, UNITED STATES",KELLEN HUEBNER,Delinquent
"MOLSON USA, LLC",601 820 703,FOREIGN LIMITED LIABILITY COMPANY,,CT CORPORATION SYSTEM,Terminated
MOMMASONS LLC,602 670 384,WA LIMITED LIABILITY COMPANY,"2971 OAK BAY RD, PORT HADLOCK, WA, 98339, UNITED STATES",TERRI L ROSS,Inactive
"MOMSON, LLC",602 703 046,WA LIMITED LIABILITY COMPANY,"2013 4TH AVE STE 402, SEATTLE, WA, 98121-2419, UNITED STATES",KARIN M CIRILLO,Administratively Dissolved
"MONAHAN & ROBINSON, P.S.",600 598 620,WA PROFESSIONAL SERVICE CORPORATION,,COLUMBIA CORPORATE SERVICES INC,Inactive
"MONARCH MASONRY, LLC",603 230 182,WA LIMITED LIABILITY COMPANY,"70 BUCK WAY, COUPEVILLE, WA, 98239, UNITED STATES",PATRICK WASHINGTON,Active
"MONDO & SONS, INC.",578 078 630,WA PROFIT CORPORATION,"1150 ANDOVER PARK E, TUKWILA, WA, 98188-3903, UNITED STATES",MARIO BANCHERO,Active
"MONDRIAN PERSONAL PROPERTY, LLC",604 425 397,WA LIMITED LIABILITY COMPANY,"6 WEMBLEY LN, MERCER ISLAND, WA, 98040-4331, UNITED STATES",KJELL OLSSON,Active
"MONEY SAVER JOHNSON CREEK, LLC",602 402 245,WA LIMITED LIABILITY COMPANY,"5729 LAKEVIEW DR NE,  STE 200, KIRKLAND, WA, 98033-7443, UNITED STATES",JEFF NORRIS,Active
MONICA ERICKSON LLC,603 319 451,WA LIMITED LIABILITY COMPANY,"421 W RIVERSIDE, SUITE 252, SPOKANE, WA, 99201, UNITED STATES",MONICA ERICKSON,Administratively Dissolved
MONICA KALNASY OLSON L.L.C.,602 952 463,WA LIMITED LIABILITY COMPANY,"3046 128TH AVENUE SE #34, BELLEVUE, WA, 98005, UNITED STATES",MONICA KALNASY OLSON,Inactive
"MONICA NELSON, ARNP, PS",602 187 772,WA PROFESSIONAL SERVICE CORPORATION,,MONICA NELSON,Inactive
"MONIQUE GILSON-MOREAU, INC., P.S.",601 788 805,WA PROFESSIONAL SERVICE CORPORATION,,MONIQUE GILSON-MOREAU,Inactive
MONKEYWRENCH SONGS LLC,604 473 916,WA LIMITED LIABILITY COMPANY,"1900 S CORGIAT DR, SEATTLE, WA, 98108-2817, UNITED STATES",KAREN LORIA,Active
"MONROE JACKSON, LLC",603 096 106,WA LIMITED LIABILITY COMPANY,"225 W MAIN AVE STE 200, SPOKANE, WA, 99201-0208, UNITED STATES",KEVIN C. EDWARDS,Active
MONROE MADISON CONSTRUCTION SERVICES LLC.,602 835 094,WA LIMITED LIABILITY COMPANY,"122 S. MONROE ST #208, SPOKANE, WA, 99201, UNITED STATES",ANDREW S. ELLIOTT,Administratively Dissolved
MONROE MADISON MANAGEMENT LLC,602 453 210,WA LIMITED LIABILITY COMPANY,"5928 77TH SE, WA, 98040, UNITED STATES",STEVE ELLIOTT,Administratively Dissolved
"MONROE MADISON, LLC",603 518 253,WA LIMITED LIABILITY COMPANY,"122 S MONROE #208, SPOKANE, WA, 99201, UNITED STATES",ANDREW S ELLIOTT,Administratively Dissolved
"MONSON & BASS, INC., P.S.",601 459 205,WA PROFESSIONAL SERVICE CORPORATION,,STEVEN B BASS,Administratively Dissolved
"MONSON & MONSON, LLC",602 637 374,WA LIMITED LIABILITY COMPANY,"2330 OUTLOOK RD, OUTLOOK, WA, 98938, UNITED STATES",ROBERT GATES,Delinquent
"MONSON & SONS CATTLE CO., INC.",601 445 959,WA PROFIT CORPORATION,"250 N RUSHMORE RD, SELAH, WA, 98942-9313, UNITED STATES","MONSON & SONS CATTLE CO., INC.",Active
"MONSON & SONS, LLC",602 239 165,WA LIMITED LIABILITY COMPANY,"252 N RUSHMORE RD, SELAH, WA, 98942-9313, UNITED STATES",CHRISTOPHER MONSON,Active
"MONSON - WEEKS ORCHARDS, LLC",603 157 037,WA LIMITED LIABILITY COMPANY,"252 N. RUSHMORE ROAD, SELAH, WA, 98942, UNITED STATES",MICHAEL K. MONSON,Administratively Dissolved
"MONSON AG. CO., LIMITED LIABILITY COMPANY",602 452 858,WA LIMITED LIABILITY COMPANY,"121102 SR 26, LACROSSE, WA, 99143, UNITED STATES",KENT MONSON,Active
"MONSON AIR, LLC",604 375 133,WA LIMITED LIABILITY COMPANY,"63615 E. JACOBS ROAD NE, BENTON CITY, WA, 99320, UNITED STATES",KENNETH A MILLER,Active
"MONSON ARCHITECTS, INC.",603 501 529,WA PROFIT CORPORATION,"3400 NACHES-TIETON RD, TIETON, WA, 98947-9571, UNITED STATES",RYAN MONSON,Active
"MONSON BROTHERS CATTLE, LLC",603 389 100,WA LIMITED LIABILITY COMPANY,"252 N RUSHMORE RD, SELAH, WA, 98942, UNITED STATES",CHRISTOPHER C. MONSON,Active
"MONSON BROTHERS, INC.",602 793 320,WA PROFIT CORPORATION,"501 BILL WILLSON ROAD, COLFAX, WA, 99111-8655, UNITED STATES",JASON MONSON,Active
MONSON CATTLE CO.,600 332 509,WA PROFIT CORPORATION,"63615 E JACOBS RD NE, BENTON CITY, WA, 99320-8568, UNITED STATES",ROBERT GATES,Active
"MONSON COUNSELING, LLC",603 170 861,WA LIMITED LIABILITY COMPANY,"119 PELLY AVENUE NORTH, RENTON, WA, 98057, UNITED STATES",G MARGARET MONSON,Administratively Dissolved
"MONSON COUNSELING, PLLC",604 078 061,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"7813 132ND AVE NE, KIRKLAND, WA, 98033, UNITED STATES",ANDREA MONSON,Active
"MONSON DEVELOPMENT WASHINGTON, LLC",603 406 776,WA LIMITED LIABILITY COMPANY,"63615 E JACOBS RD NE, BENTON CITY, WA, 99320-8568, UNITED STATES",KENNETH MILLER,Active
"MONSON EQUITIES, LLC",602 461 666,WA LIMITED LIABILITY COMPANY,"14615 NE 91ST ST STE C, REDMOND, WA, 98052-3553, UNITED STATES",CHARLES MONSON,Active
MONSON FAMILY LLC,602 402 233,WA LIMITED LIABILITY COMPANY,"404 N MASON ST, PO BOX 1184, KITTITAS, WA, 98934, UNITED STATES",HEIDI J STEPHENS,Inactive
"MONSON FAMILY, LLC",602 955 489,WA LIMITED LIABILITY COMPANY,"63615 E JACOBS RD NE, BENTON CITY, WA, 99320, UNITED STATES",MOLLY STUTESMAN,Active
"MONSON FISHERIES, LLC",603 219 724,WA LIMITED LIABILITY COMPANY,"1900 W NICKERSON ST STE 213, SEATTLE, WA, 98119, UNITED STATES",ROBERT GREEN,Active
"MONSON FRUIT CO., INC.",601 194 261,WA PROFIT CORPORATION,"252 N RUSHMORE RD, SELAH, WA, 98942-9313, UNITED STATES",CHRIS MONSON,Active
