Business Name,Business ID,Business Type,Principal Business Office Address,Registered Agent Name,Fiscal Year Month,Status
"MURISON & WAGNER, INC.",104267,Domestic Profit Corporation,"47 PLEASANT STREET, WOODSTOCK, VT, 05091, USA","CURTIS L. BOURDON, ESQ.",12,Dissolved
"MURPHY & SON CONSTRUCTION, INC.",122950,Domestic Profit Corporation,"1605 RT. 44, BROWNSVILLE, VT, 05037, USA",JON MURPHY,12,Active
"MURPHY-WATSON, INC.",95684,Domestic Profit Corporation,"CHESTER, VT, USA",ROBERT W. ULBRICH,12,Inactive
"MURRAY & MASTERSON ENVIRONMENTAL SERVICES, LLC",299014,Domestic Limited Liability Company,"88B North Street, Bristol, VT, 05443, USA",Dagan A Murray,12,Active
"MUSEUM OF SONIC ART, LLC",13910,Domestic Limited Liability Company,"118 ELLIOT STREET, BRATTLEBORO, VT, 05301, USA","PHILLIPS, DUNN, SHRIVER & CARROLL, P.C.",12,Terminated
MUSSON BROTHERS TREE SURGEONS LLC,319733,Domestic Limited Liability Company,"1536 Dothan Rd., White River Junction, VT, 05001, USA",Samuel Musson,12,Active
MY SONS THE DOCTORS LLC,339640,Domestic Limited Liability Company,"33-44 91st Street, # 5L, Jackson Heights, NY, 11372, USA",GLENN B JACOBI,12,Active
"MY THREE SONS DONUTS, LLC",279,Domestic Limited Liability Company,"807 COLLEGE PARKWAY, COLCHESTER, VT, 05446, USA",DONNA ESPINOLA,12,Active
"MY THREE SONS, INC.",118574,Domestic Profit Corporation,"86 ETHAN ALLEN PARKWAY, SO. BURLINGTON, VT, 05403, USA",LAW OFFICE OF DAVID M. SUNSHINE PC,12,Active
"MYRICK MASON GOLF HOLDINGS, INC.",118447,Domestic Profit Corporation,NONE,DEBORAH PURVIN,12,Dissolved
"MYRICK MASON, LLC",5572,Domestic Limited Liability Company,"6611 HILLCREST #562, DALLAS, TX, 75205, USA",PETER VAN DOT,12,Inactive
MYSON,277193,Trade Name,"948 HERCULES DR, #4, COLCHESTER, VT, 05446, USA",NONE,,Inactive
MYSON,290667,Trade Name,"45 Krupp Drive, Williston, VT, 05495, USA",NONE,,Active
N.C. MASONARY,175503,Trade Name,"CARLTON HILL, WOODSTOCK, VT, 05091, USA",NONE,,Inactive
NAILS BY SONYA,260531,Trade Name,"213C DEPOT ST, BENNINGTON, VT, 05201, USA",NONE,,Inactive
NAM TSONG,273756,Trade Name,"125 KENNEDY DRIVE, S. BURLINGTON, VT, 05403, USA",NONE,,Inactive
"NANCY CARLSON FISHER M.D., P.C.",124253,Domestic Profit Corporation,"1775 Williston Road, Suite 220, South Burlington, VT, 05403, USA",KATHLEEN M. BOE,12,Active
"NANCY WILSON MANAGEMENT CONSULTANTS, INC.",103356,Domestic Profit Corporation,"112 LAKE ST., BURLINGTON, VT, 05401, USA","H. Kenneth Merritt, Jr., Esq.",12,Dissolved
NANCY'S PERSONALIZED BOOKS,235341,Trade Name,"1844 SOUTH HILL RD, LUDLOW, VT, 05149, USA",NONE,,Inactive
NASHUA PC (PERSONAL COMPUTER),267083,Trade Name,"15 DICKINSON STREET, ENOSBURG FALLS, VT, 05450, USA",NONE,,Inactive
"NASON INVESTMENT 26, LLC",14781,Domestic Limited Liability Company,"15 North St., Essex Junction, VT, 05452, USA",DAVID BOSTWICK,12,Active
NATALE & SON INVESTMENT PARTNERS,208490,Trade Name,"BURLINGTON, VT, USA",NONE,,Inactive
NATHAN LARSON PHOTOGRAPHY LLC,284041,Domestic Limited Liability Company,"24 Main Street, Windsor, VT, 05089, USA",NATHAN LARSON,12,Active
NATHAN REYNOLDS AND SONS CONSTRUCTION LLC,25584,Domestic Limited Liability Company,"382 Hall Road, Lincoln, VT, 05443, USA",NATHANIEL REYNOLDS,12,Active
"NATIONAL ASSOCIATION OF RETIRED PERSONS, INCORPORATED",58096,Foreign Profit Corporation,"10300 N CENTRAL STE 155, DALLAS, TX, 75231, USA",C T CORPORATION SYSTEM,3,Inactive
NATIONAL ASSOCIATION OF STUDENT PERSONNEL ADMINISTRATORS INC,364887,Foreign Non-profit Corporation,"111 K STREET NE, 10TH FLOOR, WASHINGTON, DC, 20002, USA","Vermont Registered Agent, LLC",,Active
"NATIONAL PARKINSON FOUNDATION, INC.",48156,Foreign Non-profit Corporation,"200 SE 1st STE 800, MIAMI, FL, 33131, USA","CORPORATE CREATIONS NETWORK, INC.",,Withdrawn
"NATIVI & SON, INC.",54324,Domestic Profit Corporation,"CENTER STREET, BARRE, VT, 05641, USA",DORIS NATIVI,12,Inactive
NAUGHTON & SON RECYCLING LLC,320235,Foreign Limited Liability Company,"24 Jones Road, Bradford, NH, 03221, USA",MAXX FARR,12,Active
NAZIRA & SONS LLC,334307,Domestic Limited Liability Company,"272 Kim Hubbard Rd, Putney, VT, 05346, USA",Nazira Buranova,12,Active
"NCS PEARSON, INC.",50222,Foreign Profit Corporation,"5601 Green Valley Drive, Bloomington, MN, 55437, USA",C T CORPORATION SYSTEM,12,Active
"NECRASON GROUP, PLLC",5605,Domestic Professional Limited Liability Company,"33 COURT STREET, MONTPELIER, VT, 05602, USA",ADAM NECRASON,12,Active
NEDD & SONS TIRES,335545,Name Reservation,NONE,,,Expired
NEFF & SON PROPERTY MANAGEMENT LLC,13369,Domestic Limited Liability Company,"28 RIDGEVIEW RD, FAIRFAX, VT, 05454, USA",PETER W NEFF,12,Inactive
"NEHEMIAH MASONRY, INC.",97781,Domestic Profit Corporation,"HAPPY HOLLOW ROAD, HUNTINGTON, VT, 05462, USA",JOHN M. DUROCHIA,12,Dissolved
"NEIL AND SONS, LLC",8742,Domestic Limited Liability Company,"5573 Woodstock Road, PO Box 730, Quechee, VT, 05059, USA",GARY R NEIL,12,Active
NELSON & RUARKS TRANSPORTATION LLC,32411,Domestic Limited Liability Company,"175 PEARL ST, APT 3, ESSEX JCT, VT, 05452, USA",STACEY NELSON,12,Terminated
"NELSON & SMALL ENERGY CONASERVATION PRODUCTS, INC.",74272,Foreign Profit Corporation,"212 CANCO ROAD, PORTLAND, ME, 04103, USA",C T CORPORATION SYSTEM,12,Withdrawn
"NELSON & SMALL MARINE & RECREATION, INC.",57177,Foreign Profit Corporation,"PORTLAND, ME, USA",C T CORPORATION SYSTEM,12,Inactive
NELSON & SMALL MARINE AND RECREATION,257148,Trade Name,"COLLEGE STREET, BURLINGTON, VT, 05402, USA",C T CORPORATION SYSTEM,,Inactive
"NELSON & SMALL, INC.",46751,Foreign Profit Corporation,"212 CANCO RD, PORTLAND, ME, 04104, USA",C T CORPORATION SYSTEM,12,Withdrawn
NELSON & SONS,158655,Trade Name,"BOX 563, SUMMER ST., LANCASTER, NH, 03584, USA",NONE,,Inactive
NELSON - PAUS ARCHITECTS,199845,Trade Name,"SILVER RIDGE RD., HYDE PARK, VT, 05655, USA",NONE,,Inactive
NELSON ADVERTISING,251002,Trade Name,"2 HOWARD ST., BURLINGTON, VT, 05401, USA",NONE,,Inactive
"NELSON AND GRAHAM, INC.",118040,Domestic Profit Corporation,NONE,MICHAEL J. NELSON,12,Inactive
NELSON AND ROSE'S CHEESE PRODUCTS,190889,Trade Name,"BOX 328, RT. 2, HARDWICK, VT, 05843, USA",NONE,,Inactive
"NELSON ARCHITECTURAL ENGINEERS, INC",92148,Foreign Profit Corporation,"2740 DALLAS PARKWAY, SUITE 220, PLANO, TX, 75093, USA",C T CORPORATION SYSTEM,12,Withdrawn
NELSON BOYS DAIRY LLC,278771,Domestic Limited Liability Company,"371 Montagne Road, Swanton, VT, 05488, USA",DYLAN NELSON,12,Active
NELSON BROTHERS,243753,Trade Name,"27 STATE ST., MONTPELIER, VT, 05602, USA",MILO NELSON,,Inactive
NELSON BROTHERS,247293,Trade Name,"27 STATE STREET, MONTPELIER, VT, 05602, USA",NONE,,Inactive
NELSON BROTHERS' TRUE VALUE HARDWARE STORE,243754,Trade Name,"27 STATE STREET, MONTPELIER, VT, 05602, USA",NONE,,Inactive
NELSON BROTHERS' TRUE VALUE HARDWARE STORE,246826,Trade Name,"27 STATE STREET, MONTPELIER, VT, 05602, USA",NONE,,Inactive
"NELSON BROTHERS, LLC",11170,Foreign Limited Liability Company,"820 SHADES CREEK PKWY., Suite 2000, BIRMINGHAM, AL, 35209, USA",C T CORPORATION SYSTEM,12,Active
"NELSON CONTRACTORS, INC.",103596,Domestic Profit Corporation,"EAST STREET, NEW HAVEN, VT, USA",PETER A. NELSON,4,Inactive
NELSON DAIRIES LLC,358666,Domestic Limited Liability Company,"464 Palin Farm Rd., Derby, VT, 05829, USA",Cy Nelson,12,Active
"NELSON DAIRIES WEST, LLC",348630,Domestic Limited Liability Company,"371 Montagne Road, Swanton, VT, 05488, USA",JACOB BOURDEAU,12,Active
NELSON E. PICKWELL POST NO. 15 INC.,43673,Domestic Non-profit Corporation,"101 RTE 100, WEST DOVER, VT, 05356, USA",RICHARD S SCHWARZ,,Terminated
NELSON ENGINEERING,176814,Trade Name,"RFD 2, BOX 150F, WATERBURY, VT, 05676, USA",NONE,,Inactive
"NELSON ENGINEERING CONSTRUCTION, INC.",309097,Foreign Profit Corporation,"2610 Dakota Avenue, South Sioux City, NE, 68776, USA",CORPORATION SERVICE COMPANY,12,Active
"NELSON ENTERPRISES, INC.",83724,Domestic Profit Corporation,"728 LOWER WATERFORD RD, WATERFORD, VT, 05819, USA",GARY NELSON,12,Active
"NELSON ENTERPRISES, LTD.",99277,Domestic Profit Corporation,"STOWE, VT, 05672, USA",MR. DOUGALS NELSON,12,Inactive
NELSON ENVIRONMENTAL,188950,Trade Name,"LOWELL ST., ALBANY, VT, 05820, USA",NONE,,Inactive
"NELSON FARMS EAST, LLC",306553,Domestic Limited Liability Company,"3603 VT Route 102, Canaan, VT, 05903, USA",Cy Nelson,12,Terminated
"NELSON FARMS, INC.",82841,Domestic Profit Corporation,"2999 VT RT 5, DERBY, VT, 05830, USA",DOUGLAS NELSON,12,Active
NELSON FORENSICS,287590,Trade Name,"2740 DALLAS PKWY#220, PLANO, TX, 75093, USA",C T CORPORATION SYSTEM,,Cessated
"NELSON FORENSICS, LLC",325407,Foreign Limited Liability Company,"2740 Dallas Parkway, Suite 220, Plano, TX, 75093, USA",C T CORPORATION SYSTEM,12,Active
NELSON G PURINTON LLC,20902,Domestic Limited Liability Company,"2535 SOLAR VIEW DR, CHINO VALLEY, AZ, 86323, USA",NELSON PURINTON,12,Inactive
"NELSON GROUP, LTD. THE",110069,Domestic Profit Corporation,"112 NORTH STREET, BRISTOL, VT, 05443, USA",CARL A. NELSON,12,Inactive
"NELSON HARDWARE, INC.",93435,Domestic Profit Corporation,"188 N MAIN ST, SUITE 4, BARRE, VT, 05641, USA",ROBERT A NELSON,12,Active
"NELSON HOLT, INC.",68483,Domestic Profit Corporation,"FLETCHER HILL RD, S WOODSTOCK, VT, 05071, USA",SONIA HOLT,7,Dissolved
NELSON HOUSE INN INC.,100561,Domestic Profit Corporation,"LAKE ROAD, NEWPORT, VT, 05855, USA",DAVID POGINY,12,Inactive
NELSON INDUSTRIAL CONSTRUCTION & ENGINEERING,341193,Trade Name,"2610 Dakota Avenue, South Sioux City, NE, 68776, USA",COGENCY GLOBAL INC.,,Active
NELSON KINDER + MOSSEAU PC,67868,Foreign Profit Corporation,"111 AMHERST STREET, MANCHESTER, NH, 03101, USA","PHILLIPS, DUNN, SHRIVER & CARROLL, P.C.",12,Terminated
NELSON REAL ESTATE,157759,Trade Name,"RTE 100, WEST DOVER, VT, 05356, USA",NONE,,Inactive
"NELSON REALTY, LLC",324346,Domestic Limited Liability Company,"54 Winter Street, Brattleboro, VT, 05301, USA",Ariel Nelson,12,Terminated
"NELSON S. HAAS, MD, P.C.",281581,Domestic Profit Corporation,"1734 CRAWFORD FARM RD, NEWPORT, VT, 05855, USA","NELSON S HAAS, MD",12,Dissolved
NELSON SMITH & SON INC,55607,Domestic Profit Corporation,"186 WOODSTOCK AVE, RUTLAND, VT, 05701, USA",JEFFRY L. SMITH,9,Terminated
NELSON TREEHOUSE AND SUPPLY LLC,348591,Domestic Limited Liability Company,"32925 SE 46th St, Fall City, WA, 98024, USA",C T CORPORATION SYSTEM,12,Terminated
"NELSON VETERINARY ASSOCIATES, INC",307470,Domestic Profit Corporation,"378 Prouty Drive, Newport, VT, 05855, USA",Andrea Nelson,12,Active
NELSON'S CANDY COMPANY,267472,Trade Name,"NEW STREET, ALBANY, VT, 05820, USA",DONALD D NELSON,,Inactive
NELSON'S CHIMNEY DOCTOR,174326,Trade Name,"66 CHESLEY HILL RD., SHEFFIELD, VT, 05851, USA",NONE,,Active
NELSON'S CLEAN SWEEP CHIMNEY SERVICE,175211,Trade Name,"PO BOX 511, LYNDONVILLE, VT, 05851, USA",NONE,,Expired
NELSON'S CREATIVE CRAFTS CERAMIC CENTER,176046,Trade Name,"RAILROAD STREET, MILTON, VT, 05468, USA",NONE,,Inactive
"NELSON'S FAMILY DRIVE-IN, INC.",64703,Domestic Profit Corporation,"MARSHFIELD, VT, 05658, USA",JOHN B. NELSON,12,Dissolved
NELSON'S FIREARMS,265844,Trade Name,"RR #1, BOX 47B, WELLS RIVER, VT, 05081, USA",NONE,,Inactive
NELSON'S QUALITY CARS,265586,Trade Name,"101-134 W MILTON RD, MILTON, VT, 05468, USA",NONE,,Inactive
"NELSON'S SERVICE CENTER, INC.",105477,Domestic Profit Corporation,"4819 ETHAN ALLEN HWY, NEW HAVEN, VT, 05472, USA",MARK A. NELSON,12,Inactive
"NELSON, HEINDEL AND NOYES",225662,Trade Name,"SO. BURLINGTON, VT, 05403, USA",NONE,,Inactive
"NELSON, WATSON & ASSOCIATES, LLC",13798,Foreign Limited Liability Company,"80 MERRIMACK ST, LOWER LEVEL, HAVERHILL, MA, 01830, USA",CORPORATION SERVICE COMPANY,4,Cancelled
"NELSON-NURSE, INC.",85405,Domestic Profit Corporation,"BRATTLEBORO, VT, 05301, USA",DOROTHY NELSON,12,Inactive
"NELSON\NYGAARD CONSULTING ASSOCIATES, INC.",92690,Foreign Profit Corporation,"2 Bryant Street, Suite 300, San Francisco, CA, 94105, USA",COGENCY GLOBAL INC.,12,Active
"NERDS ON SITE, INC.",81559,Foreign Profit Corporation,"300 RIVER PLACE, STE3000, DETROIT, MI, 48207, USA","NATIONAL REGISTERED AGENTS, INC.",5,Inactive
"NEUBAUER/STIMSON REALTY, LLC",10895,Foreign Limited Liability Company,"15 DEPOT AVE, FALMOUTH, MA, 02540, USA",RICHARD C WHITTLESEY ESQ,12,Inactive
"NEW ALBERTSON'S, INC.",81849,Foreign Profit Corporation,"250 PARKCENTER BLVD, BOISE, ID, 83706, USA",C T CORPORATION SYSTEM,1,Withdrawn
"NEW ALBERTSON'S, INC.",87617,Foreign Profit Corporation,"250 E PARKCENTER BLVD, BOISE, ID, 83706, USA",C T CORPORATION SYSTEM,2,Withdrawn
"NEW DIMENSIONS PERSONNEL SERVICES, INC.",66664,Foreign Profit Corporation,"113 COTTAGE STREET, LITTLETON, NH, 03561, USA","DOWNS, RACHLIN & MARTIN PC",9,Inactive
NEW ENGLAND K-9 ARSON INVESTIGATIONS,224034,Trade Name,"1066 HINMAN SETTLER, BROWNINGTON, VT, 05860, USA",NONE,,Inactive
NEW ENGLAND MASONRY SERVICES,236089,Trade Name,"9 LELAND AVE., N SPRINGFIELD, VT, 05150, USA",NONE,,Inactive
NEW ENGLAND MASTER-CRAFT MASON LLC,362790,Domestic Limited Liability Company,"2999 US-5, 2999 US-5, Sutton, VT, 05867, USA",Jordan Kidder,12,Active
"NEW ENGLAND SONGWRITERS ASSOCIATION, INC.",48028,Domestic Non-profit Corporation,"2 FACTORY STREET, JAMAICA, VT, 05343, USA",JEFFREY C. DICKSON,,Inactive
NEW ENGLAND TOURS ON TAPE,245774,Trade Name,"39 MAIN ST, COLCHESTER, VT, 05446, USA",NONE,,Inactive
NEW ENGLAND ULTRASONIC CLEANING,158618,Trade Name,"P.O. BOX 7323, CASTLETON, VT, 05735, USA",NONE,,Inactive
"NEW ENGLAND VENISON COOPERATIVE, INC.",51051,Domestic Non-profit Corporation,"160 MOUNTAIN ROAD, BLANCHARD TNP, ME, 04406, USA",HERBERT JOHN PELTIER JR,,Dissolved
NEW SEASON COACHING,272811,Trade Name,"CORINTH, VT, USA",NONE,,Inactive
NEW SEASONS VERMONT LTD,348383,Domestic Non-profit Corporation,"222 Riverside Avenue, Apartment 12, Burlington, VT, 05401, USA",Christine Longmore,,Active
"NEW SONG PRODUCTIONS, INC.",42584,Domestic Non-profit Corporation,"AGAPE FARM, RD 2, MILTON, VT, USA",BERNARD F. DUNCAN,,Inactive
"NEWCOMB'S MASONRY, LLC",780,Domestic Limited Liability Company,"2620 WEST ROAD, PUTNEY, VT, 05346 - 923 , USA",VERNA B NEWCOMB,12,Dissolved
NEWELL'S MOUNTAIN MASONARY,228773,Trade Name,"463A LIME KILN ROAD, S. BURLINGTON, VT, 05403, USA",NONE,,Inactive
NEWKIRK AND SON,182265,Trade Name,"WEST DOVER, VT, 05356, USA",NONE,,Inactive
"NEWPORT MASONIC TEMPLE ASSOCIATION, INC.",46159,Domestic Non-profit Corporation,"C/O Ken Canning, PO Box 695, Montpelier, VT, 05601, USA",COLIN BROCK,,Terminated
NEWTON MASONRY INCORPORATED,98892,Domestic Profit Corporation,"GRANVILLE, VT, 05747, USA",ROBERT H. NEWTON,12,Inactive
NICANDERSONIMAGES,156318,Trade Name,"9 MILLS AVENUE, SO. BURLINGTON, VT, 05403, USA",NONE,,Inactive
NICHOLAS & ROBISON ACCOUNTING INC.,339585,Foreign Profit Corporation,"701 S Ham Lane Ste. E, Lodi, CA, 95242, USA",NORTHWEST REGISTERED AGENT LLC,12,Active
NICHOLSON & TAYLOR P.C.,98372,Domestic Profit Corporation,"34 PATCHEN ROAD, SO BURLINGTON, VT, 05401, USA","DAVID A. NICHOLSON, ESQ.",8,Inactive
"NICHOLSON ASSOCIATES, INC.",131109,Domestic Profit Corporation,"522 HOOT & HOLLER DRIVE, GROTON, VT, 05046, USA",PETER NICHOLSON,12,Active
NICHOLSON CHIMNEY SWEEPS,222708,Trade Name,"25 MONROE STREET, MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
NICHOLSON CONSTRUCTION COMPANY,62302,Foreign Profit Corporation,"2400 Ansys Drive, Suite 303, Canonsburg, PA, 15317, USA","NATIONAL REGISTERED AGENTS, INC.",12,Active
NICHOLSON ENTERPRISES,170917,Trade Name,"STATION A, BOX 1636, RUTLAND, VT, 05701, USA",NONE,,Inactive
NICHOLSON HOLDINGS LLC,26985,Domestic Limited Liability Company,"76 SUGARWOOD ROAD, BARRE, VT, 05641, USA",MARK A. NICHOLSON,12,Active
NICHOLSON HOME INSPECTIONS,203162,Trade Name,"25 MONROE ST., MIDDLEBURY, VT, USA",NONE,,Inactive
NICHOLSON HOME INSPECTIONS,231635,Trade Name,"276 MONROE ST, MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
"NICHOLSON HOME INSPECTIONS, LLC",333370,Domestic Limited Liability Company,"276 Monroe Street, Middlebury, VT, 05753, USA",Thomas L. Nicholson,12,Active
"NICHOLSON INSURANCE AGENCY, INC.",85925,Foreign Profit Corporation,"2300REGENCY RD, LEXINGTON, KY, 40503, USA","NATIONAL REGISTERED AGENTS, INC.",12,Inactive
"NICHOLSON INVESTMENTS, INC.",113595,Domestic Profit Corporation,"184 RIVER ST, MONTEPLIER, VT, 05602, USA",MARK NICHOLSON,12,Inactive
NICHOLSON RENTAL CORP.,117058,Domestic Profit Corporation,NONE,JOHN MARIANO,12,Dissolved
NICHOLSON'S GALLERY OF GIFTS,181605,Trade Name,"SUGAR MOUNTAIN DRIVE, PITTSFORD, VT, 05763, USA",NONE,,Inactive
NICKERSON DEVELOPMENT SERVICES,170583,Trade Name,"21 MOUNTAIN AVE., WOODSTOCK, VT, 05091, USA",NONE,,Inactive
"NICKERSON DEVELOPMENT SERVICES, INC.",131996,Domestic Profit Corporation,"21 Mountain Avenue, Woodstock, VT, 05091, USA",ELIZABETH NICKERSON,12,Active
"NICKERSON ELECTRIC, INC.",281237,Foreign Profit Corporation,"24 BALDWIN CT, CHARLESTOWN, NH, 03603, USA",MARK NICKERSON,12,Inactive
NICKERSON MOTORS,243111,Trade Name,"PITTSFORD, VT, 05763, USA",NONE,,Inactive
NICKERSON MOTORS,348986,Trade Name,"27 Ager Rd, Chittenden, VT, 05737, USA",Carl Nickerson II,,Active
"NICKERSON STABLES, INC.",96155,Domestic Profit Corporation,"STAR ROUTE BOX 263, CHITTENDEN, VT, 05737, USA",ELIZABETH NICKERSON,12,Inactive
"NICKERSON'S MOBILE WORLD, INC.",97950,Domestic Profit Corporation,"ROUTE 7, BRANDON, VT, 05733, USA",LINDA REIS,12,Inactive
NICKERSON'S STABLE,223966,Trade Name,"POWERHOUSE ROAD, CHITTENDEN, VT, 05737, USA",NONE,,Inactive
NICKERSONELLER LLC,26432,Domestic Limited Liability Company,"21 MOUNTAIN AVE, WOODSTOCK, VT, 05091, USA",LIZ NICKERSON,12,Dissolved
NICKERSONELLER LLC,143005,Name Reservation,"WOODSTOCK, VT, USA",NONE,,Expired
NICOLE'S KIDS ON THE GO,175995,Trade Name,"17 BELLEVUE ST, WINOOSKI, VT, 05404, USA",NONE,,Expired
"NIELSON, HOOVER & COMPANY, INCORPORATED",88266,Foreign Profit Corporation,"8000 GOVERNORS SQ,BLVD, MIAMI LAKES, FL, 33016, USA","REGISTERED AGENT SOLUTIONS, INC.",12,Active
NIGHTSONGS,201176,Trade Name,"WESTMINSTER, VT, USA",NONE,,Inactive
"NILSON HOLDINGS, LLC",356298,Domestic Limited Liability Company,"7058 Rt 7, N. Ferrisburgh, VT, 05473, USA",BAUER GRAVEL FARNHAM LLP,12,Active
NILSON LIVESTOCK,163665,Trade Name,"EAST ROAD, COLCHESTER, VT, 05446, USA",NONE,,Inactive
NINA ATKINSON LLC,303738,Domestic Limited Liability Company,"463 Black Bear Run, Stowe, VT, 05672, USA",Nina Atkinson,12,Active
NIPSON PRINTING SYSTEMS INC.,61330,Foreign Profit Corporation,"70 TREBLE COVE ROAD, BILLERICA, MA, 01821, USA",C T CORPORATION SYSTEM,12,Withdrawn
NL WILSON PUBS LLC,25017,Domestic Limited Liability Company,"27 DEPOT AVE, WINDSOR, VT, 05089, USA",NATHAN LARSON,12,Dissolved
NL WILSON RAILWAYS LLC,25016,Domestic Limited Liability Company,"27 DEPOT AVE, WINDSOR, VT, 05089, USA",NATHAN LARSON,12,Dissolved
NL WILSON WYOMING LLC,22352,Domestic Limited Liability Company,"7 STATE ST, WINDSOR, VT, 05089, USA",NATHAN LARSON,12,Dissolved
"NL WILSON, LLC",14892,Foreign Limited Liability Company,"11 STATE STREET, WINDSOR, VT, 05089, USA",CORPORATION SERVICE COMPANY,12,Cancelled
NM ROTHSCHILD & SONS LTD. SMITH NEW COURT,184721,Trade Name,"114 WEST 47TH ST., NEW YORK, NY, 10036, USA",C T CORPORATION SYSTEM,,Inactive
NOBLE & WILSON,242788,Trade Name,"CITY CTR/89 MAIN ST, MONTPELIER, VT, 05602, USA",NONE,,Inactive
NOBLE WILSON & WHITE,257757,Trade Name,"89 MAIN STREET, MONTPELIER, VT, 05602, USA",NONE,,Inactive
NOEL & SONS,225312,Trade Name,"KNEELAND FLATS TR PK, WATERBURY, VT, 05676, USA",NONE,,Inactive
"NOEL J. BRUNELL & SON, INC.",50786,Foreign Profit Corporation,"BOX 519, RD#3, PLATTSBURGH, NY, 12901, USA",C T CORPORATION SYSTEM,12,Inactive
"NOLTE, CORNMAN & JOHNSON, A PROFESSIONAL CORPORATION",60708,Foreign Profit Corporation,"117 WEST THIRD STREET N., NEWTON, IA, 50208, USA",AGENT RESIGNED 10/12/2009,6,Inactive
"NOMMU&SONS LLC,",319206,Domestic Limited Liability Company,"113Centennial ct, BURLINGTON, VT, 05401, USA",nourain m. muhagir,12,Dissolved
NOR'EASTER SEASON PASS,259425,Trade Name,"12 MOUNT SNOW RD, WEST DOVER, VT, 05360, USA",NONE,,Inactive
"NORBERTO & SONS, INC.",53499,Foreign Profit Corporation,"BROOKHAVEN, NY, USA",C T CORPORATION SYSTEM,12,Inactive
NORM'S ONLINE CLASSIFIEDS,227709,Trade Name,"PO BOX 72, BARRE, VT, 05641, USA",NONE,,Inactive
NORMAN C. EMERSON CO.,89263,Domestic Profit Corporation,"SPRINGFIELD, VT, 05156, USA",NORMAN C. EMERSON,12,Inactive
"NORMAN E. HADLEY & SON, INC.",99557,Domestic Profit Corporation,"1320 VT RTE 8A, JACKSONVILLE, VT, 05342, USA","KENNETH V. FISHER, JR",12,Inactive
"NORMAN L. BENOIT & SON, LLC",17856,Domestic Limited Liability Company,"503 ACORN DRIVE, WATERBURY, VT, 05676, USA","Vermont Attorney Registered Agent Services, LLC",12,Inactive
"NORMAND GERVAIS & SON, INC.",105257,Domestic Profit Corporation,"13 ARCHAMBAULT ST, ENOSBURG FALLS, VT, 05450, USA",AVIS GERVAIS,12,Inactive
NORTEL COMMUNICATIONS PERSONNEL SERVICES INC.,137007,Name Reservation,"148 COLLEGE ST, BURLINGTON, VT, 05401, USA",NONE,,Expired
NORTH COUNTRY MASONRY,245784,Trade Name,"S LUNENBURG, VT, USA",NONE,,Expired
"NORTH JEFFERSON ROAD PLANNED COMMUNITY HOMEOWNERS ASSOCIATION, INC.",320585,Domestic Non-profit Corporation,"41 Gauthier Drive, Suite 1, Essex Junction, VT, 05403, USA","Vermont Attorney Registered Agent Services, LLC",,Active
NORTH STAR - HEALTH CARE FOR THE WHOLE PERSON,244235,Trade Name,"COMMONWEALTH AVE., HYDE PARK, VT, 05655, USA",NONE,,Inactive
NORTH STAR HEALTH CARE FOR THE WHOLE PERSON,277069,Trade Name,"RR2, BOX 3255, MORRISVILLE, VT, 05661, USA",NONE,,Inactive
NORTH STAR-HEALTH CARE FOR THE WHOLE PERSON,49211,Domestic Non-profit Corporation,"2160 MOUNTAIN ROAD, STOWE, VT, 05672, USA",BLAKE R. GOULD,,Dissolved
NORTH STARS MASONRY INC.,80150,Foreign Profit Corporation,"140 HIDDEN MEADOW LANE, SO. BURLINGTON, VT, 05403, USA",COGENCY GLOBAL INC.,11,Inactive
NORTHEAST ADDISON TELEVISION INCORPORATED,58197,Domestic Non-profit Corporation,"25B MAIN ST, BRISTOL, VT, 05443, USA",MARY ARBUCKLE,,Active
"NORTHEAST CAISSONS, INC.",57623,Foreign Profit Corporation,"13760 INDIAN FALLS ROAD, AKRON, NY, 14001, USA",C T CORPORATION SYSTEM,12,Inactive
NORTHEAST SEASONINGS,202376,Trade Name,"7 Main Street North, WELLS RIVER, VT, 05081, USA",Rich Gray,,Active
"NORTHEASTERN FLOORING, WATERPROOFING & MASONRY RESTORATION",104406,Domestic Profit Corporation,"CHESTER ROAD, GRAFTON, VT, 05146, USA",ROBERT J. KASPER JR,8,Inactive
NORTHEASTERN SONGS INC.,96872,Domestic Profit Corporation,"BARRE, VT, 05641, USA",DOUGLAS ROSSI,12,Inactive
NORTHERN BORDER BOOKKEEPING & PERSONNEL SERVICE,183750,Trade Name,"190 CROSS ROAD, NEWPORT, VT, 05855, USA",NONE,,Inactive
