Entity Type,Entity #,Entity Name,Name Type,Status
Business Corporation,48445D,MURRISON INCORPORATED,Legal Name,Good Standing
Business Corporation,10021869,"MUSSON THEATRICAL, INC.",Legal Name,Withdrawn
Limited Liability Company,127970,"MV NORTHERN SONG, LLC",Legal Name,Good Standing
Limited Liability Company,10041517,"My Three Sons, LLC",Legal Name,Good Standing
Limited Partnership,10035839,"Myers and Sons Construction, Limited Partnership",Legal Name,Non-Compliant
Limited Liability Company,114809,"N.B. Tweet and Sons, LLC.",Legal Name,Good Standing
Limited Liability Company,62138D,"NANA WorleyParsons, LLC",Legal Name,Good Standing
Limited Liability Company,135887,"Nancy A. Gibson Field, LLC",Legal Name,Voluntarily Dissolved
Limited Partnership,3694PD,NATHANSON FAMILY LIMITED PARTNERSHIP,Legal Name,Non-Compliant
Limited Liability Company,64887D,"NATHANSON INVESTMENTS, L.L.C.",Legal Name,Involuntarily Dissolved
Nonprofit Corporation,41939F,"NATIONAL PARKINSON FOUNDATION, INC.",Legal Name,Withdrawn
Business Corporation,10004474,NATIONAL PERSONAL TRAINING INSTITUTE OF ANCHORAGE INC.,Legal Name,Involuntarily Dissolved
Business Corporation,41926F,"NCS PEARSON, INC.",Legal Name,Good Standing
Business Corporation,37595F,"NEIL F LAMPSON, INC.",Legal Name,Revoked
Limited Liability Partnership,131917,"Nels Jackson Ventures, LLP",Legal Name,Voluntarily Dissolved
Business Corporation,57820D,"NELSON & NELSON, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,10013262,"Nelson \ Nygaard Consulting Associates, Inc.",Legal Name,Good Standing
Limited Liability Company,87419D,"Nelson Appraisals, LLC",Legal Name,Good Standing
Nonprofit Corporation,104406,Nelson Avenue Commercial Condominium Association,Legal Name,Good Standing
Limited Liability Company,101915,Nelson Avenue LLC,Legal Name,Good Standing
Limited Liability Company,78347D,"NELSON AVIATION, LLC",Legal Name,Involuntarily Dissolved
Professional Corporation,57169D,"NELSON B. ISADA, M.D., P.C.",Legal Name,Involuntarily Dissolved
Limited Liability Company,70914F,"NELSON BROTHERS, LLC",Legal Name,Good Standing
Professional Corporation,38267D,"NELSON CHIROPRACTIC OFFICES, A PROFESSIONAL CORPORATION",Previous Legal Name,Good Standing
Limited Liability Company,112641,"Nelson Company, LLC",Legal Name,Good Standing
Limited Liability Company,10039440,"Nelson Compliance, LLC",Previous Legal Name,Good Standing
Limited Liability Company,10083142,"Nelson Construction, LLC",Legal Name,Good Standing
Business Corporation,49999D,"NELSON ELECTRIC, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,116924,nelson energy ways llc.,Legal Name,Involuntarily Dissolved
Professional Corporation,126848,"Nelson Engineering, P.C.",Legal Name,Good Standing
Business Corporation,86280D,NELSON ENTERPRISES INC.,Legal Name,Involuntarily Dissolved
Business Corporation,49090D,"NELSON ENTERPRISES, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10023887,"Nelson Enterprises, LLC",Legal Name,Non-Compliant
Limited Liability Company,126641,"Nelson Family, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,136150,NELSON FARMS LLC,Legal Name,Good Standing
Business Corporation,5753F,"NELSON FINANCIAL SERVICES, INC.",Legal Name,Withdrawn
Business Corporation,75652D,"NELSON INVESTMENTS, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,12982D,NELSON LAGOON CORPORATION,Legal Name,Good Standing
COOP Electric and Telephone,22653D,"NELSON LAGOON ELECTRICAL COOPERATIVE, INC.",Legal Name,Good Standing
Business Corporation,65815D,"NELSON LAGOON ENTERPRISES, INC.",Legal Name,Good Standing
Nonprofit Corporation,50477D,NELSON LAGOON FISHERMENS ASSOCIATION,Legal Name,Involuntarily Dissolved
Nonprofit Corporation,27502D,NELSON LAGOON IMPROVEMENT CORP.,Legal Name,Involuntarily Dissolved
Nonprofit Corporation,24215D,NELSON LAGOON SAFEWATER CORPORATION,Legal Name,Involuntarily Dissolved
Limited Liability Company,106000,"Nelson Lagoon Seafoods, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,63211D,"NELSON LAGOON STORAGE CO., L.L.C.",Legal Name,Good Standing
Limited Liability Company,88560D,"NELSON PROPERTY, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10110782,Nelson Real Estate LLC,Legal Name,Good Standing
Limited Liability Company,10054495,"NELSON TREEHOUSE AND SUPPLY, LLC",Legal Name,Withdrawn
Limited Liability Company,130500,NELSON VENTURES LLC,Legal Name,Voluntarily Dissolved
Limited Liability Company,10018101,"Nelson's Handyman Services ""LLC""",Legal Name,Involuntarily Dissolved
Business Name Registration,10052128,NELSON'S NORTHERN HANDCRAFTING,Legal Name,Active Name
Limited Liability Company,10029131,"NELSON'S PACIFIC FISHERIES, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10003038,"Nelson's Skilled Services, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,96424,Nelson's Welding Services LLC,Legal Name,Good Standing
Limited Liability Company,113162,"Nelson, Flint, & Lombardi, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,113162,"Nelson, Flint, Otterson, and Lombardi, LLC",Previous Legal Name,Involuntarily Dissolved
Limited Liability Company,90562,"Nelson, Watson & Associates, LLC",Legal Name,Withdrawn
Limited Liability Company,10026195,Nelsons Building Maintenance Services LLC,Legal Name,Involuntarily Dissolved
Business Corporation,43701D,"NERISON SEA PRODUCTS, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10020666,NESLUND & THOMPSON TRUCKING LLC,Legal Name,Good Standing
Business Corporation,132179,NEVADA-CARSON LTD.,Legal Name,Voluntarily Dissolved
Nonprofit Corporation,99171,New Season Christian Center Inc.,Legal Name,Good Standing
Nonprofit Corporation,10030001,"New Season Community Development, Inc.",Legal Name,Good Standing
Nonprofit Corporation,10029999,"New Season International Ministries, Inc.",Legal Name,Good Standing
Business Corporation,10055612,"NEW SEASONS BODYWORK, INC.",Legal Name,Good Standing
Business Name Registration,126731,New Seasons Center for Massage Therapy,Legal Name,Canceled Name
Business Name Registration,107117,"NEW SEASONS FINANCIAL ,L.L.C.",Legal Name,Expired Name
Nonprofit Corporation,62190D,NEW SONG COVENANT CHURCH,Legal Name,Involuntarily Dissolved
Nonprofit Corporation,10084627,New Song Covenant Church,Legal Name,Good Standing
Business Corporation,10005747,"Newcomb Anderson McCormick, Inc.",Legal Name,Withdrawn
Limited Liability Company,82548D,"NEZ & SONS CHARTERS, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,74578F,NICHOLSON CONSTRUCTION COMPANY,Legal Name,Good Standing
Limited Liability Company,10014996,Nicholson LLC.,Legal Name,Good Standing
Limited Liability Company,118348,"Nicholson Paralegal, LLC",Legal Name,Voluntarily Dissolved
Limited Liability Company,10014996,Nicholson Properties LLC,Previous Legal Name,Good Standing
Business Corporation,77603D,"NICHOLSON'S ASSISTED LIVING, INC.",Legal Name,Good Standing
Business Corporation,15172D,"NICHOLSON'S AUTO, INC.",Legal Name,Good Standing
Limited Liability Company,127999,"Nickerson Marine Education and Consulting, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,48830D,"NIELSON CONSTRUCTION, INC.",Legal Name,Good Standing
Limited Partnership,10018047,Nielson Family Limited Partnership,Legal Name,Good Standing
Limited Partnership,95359,Nielson Holdings Limited Partnership,Legal Name,Non-Compliant
Business Corporation,10064570,"Nielson Legacy Enterprise, Inc.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10017642,"Nielson Management, LLC",Legal Name,Good Standing
Nonprofit Corporation,30553D,NIKLASON LAKES ESTATES HOMEOWNERS' ASSOCIATION,Legal Name,Good Standing
Limited Liability Company,10074763,"Nilson Enterprises, LLC",Legal Name,Good Standing
Business Corporation,10041794,Nilson Family Fun Group Incorporated,Legal Name,Good Standing
Limited Liability Company,118544,"Nilson Properties, LLC",Legal Name,Involuntarily Dissolved
Business Name Registration,118341,NNN Personal Services,Legal Name,Expired Name
Professional Corporation,10114939,"NORA TUY QUIASON, MD, PC",Legal Name,Good Standing
Limited Liability Company,10018522,"NORISON INVESTMENTS, LLC",Legal Name,Involuntarily Dissolved
Professional Corporation,72569D,"NORMAN H. THOMPSON, MD P.C.",Legal Name,Voluntarily Dissolved
Nonprofit Corporation,21114D,"NORTH STAR BAPTIST CHURCH OF ANDERSON, ALASKA",Legal Name,Involuntarily Dissolved
Religious Corporation,131090,"North Star Baptist Church of Anderson, Alaska",Previous Legal Name,Good Standing
Limited Liability Company,10032754,Northern Dogsong Journeys LLC,Legal Name,Good Standing
Limited Liability Company,129368,Northern Son LLC,Legal Name,Involuntarily Dissolved
Business Corporation,81521D,"NORTHERN SONG, INC.",Legal Name,Involuntarily Dissolved
Nonprofit Corporation,115470,"NORTHPOINTE BLUFF CONDOMINIUMS ONE OWNERS ASSOCIATION, INC.",Legal Name,Good Standing
Limited Liability Company,10004487,"Northsong, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,10004378,Northwest Edison Inc.,Previous Legal Name,Good Standing
Business Corporation,17502D,"NOVAKOVICH & SONS, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10030060,"O'Brien & Sons Construction, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,3064D,"O. KRAFT & SON, INC.",Legal Name,Voluntarily Dissolved
Limited Liability Company,10031574,ODW & Son Construction LLC,Legal Name,Good Standing
Limited Liability Company,10083975,Oelrich's on The Kenai River LLC,Legal Name,Good Standing
Limited Liability Company,10045166,Offseason Sports Performance LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,107997,"OHLSON & ASSOCIATES, LLC",Legal Name,Voluntarily Dissolved
Limited Liability Company,10072687,"Ohlson Mountain Gold, LLC",Legal Name,Good Standing
Business Corporation,10000111,Ohlson Mountain Mineral Springs Bottling Plant Incorporated,Legal Name,Good Standing
Professional Corporation,33008D,"OHLSON PSYCHOLOGICAL SERVICES, INC., A PROFESSIONAL CORPORATION",Legal Name,Involuntarily Dissolved
Limited Liability Company,77927F,"OILFIELD PERSONNEL MANAGEMENT, L.L.C.",Legal Name,Revoked
Business Corporation,1985D,"OLAF A. OLSON, INC.",Legal Name,Involuntarily Dissolved
Limited Partnership,3403PD,OLD RICHARDSON HIGHWAY LIMITED PARTNERSH,Legal Name,Voluntarily Dissolved
Nonprofit Corporation,8492D,"OLDER PERSONS ACTION GROUP, INC.",Legal Name,Good Standing
Limited Liability Partnership,3903F,OLES MORRISON RINKER & BAKER LLP,Legal Name,Good Standing
Business Corporation,26540D,"OLSON & SONS, INC.",Legal Name,Voluntarily Dissolved
Business Corporation,64020D,"OLSON AIR SERVICE, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10077817,"Olson AK, LLC",Legal Name,Good Standing
Business Corporation,14487D,"OLSON ARCHITECTURAL PRODUCTS, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10103780,"Olson Concrete Construction, LLC",Legal Name,Good Standing
Limited Liability Company,10111514,Olson Creek LLC,Legal Name,Good Standing
Limited Liability Company,135547,"Olson Drive South, LLC",Legal Name,Good Standing
Limited Liability Company,10019022,"Olson Engineering and Consulting, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10093635,"Olson Engineering and Consulting, LLC",Legal Name,Good Standing
Limited Liability Company,98037,"Olson Enterprises, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10000523,"OLSON FAMILY CHIROPRACTIC, LLC",Legal Name,Voluntarily Dissolved
Business Corporation,125181,"Olson Global Products, Inc.",Legal Name,Voluntarily Dissolved
Nonprofit Corporation,23049D,"OLSON HEIGHTS SUBDIVISION HOMEOWNERS' ASSOCIATION, INC.",Legal Name,Good Standing
Business Corporation,79825D,"OLSON HOMES AND DEVELOPING, INC.",Legal Name,Voluntarily Dissolved
Business Corporation,79825D,"Olson Homes and Development, Inc",Previous Legal Name,Voluntarily Dissolved
Limited Liability Company,10002451,OLSON INVESTMENTS LLC,Legal Name,Good Standing
Limited Liability Company,10028531,Olson LLC,Legal Name,Good Standing
Business Corporation,79796D,"Olson Marine, Inc.",Legal Name,Good Standing
Limited Liability Company,10027880,Olson Properties LLC,Legal Name,Good Standing
Limited Liability Company,10027528,Olson Self Storage LLC,Legal Name,Good Standing
Limited Liability Company,68730D,"OLSON VENTURES, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,10032394,"Olson Visual, Inc.",Legal Name,Withdrawn
Limited Liability Company,95969,"Olson, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,51104D,"OLSONVILLE, INCORPORATED",Legal Name,Involuntarily Dissolved
Business Corporation,10077744,"Olsson Associates, Inc.",Previous Legal Name,Good Standing
Limited Liability Company,10074714,Olsson Counseling LLC,Legal Name,Good Standing
Limited Liability Company,10018985,Olsson Equipment Services LLC,Legal Name,Good Standing
Business Corporation,10077744,"Olsson, Inc.",Legal Name,Good Standing
Limited Liability Company,87706D,"ONC PERSONNEL SERVICES, LLC",Legal Name,Involuntarily Dissolved
Nonprofit Corporation,65276D,ONE PLUS ONE MINSTRIES,Legal Name,Involuntarily Dissolved
Limited Liability Company,78979D,"OSBORNE AND SONS, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,133781,"OSONI SOLUTIONS, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10001901,"OSSON, LLC",Legal Name,Voluntarily Dissolved
Professional Corporation,10055936,"OTTERSON LAW & MEDIATION, P.C.",Legal Name,Good Standing
Business Corporation,10087480,"P&J Peterson Day Fund, Inc",Legal Name,Good Standing
Business Name Registration,30254,PACIFIC DETROIT DIESEL-ALLISON COMPANY,Legal Name,Expired Name
Business Corporation,43871F,Panasonic Corporation of North America,Legal Name,Good Standing
Business Corporation,10114828,Panasonic I-Pro Sensing Solutions Corporation of America,Legal Name,Good Standing
Limited Liability Company,10043322,PANG and SON LLC,Legal Name,Good Standing
Nonprofit Corporation,48288F,PARKINSON'S DISEASE FOUNDATION INC,Legal Name,Withdrawn
Business Corporation,10054553,Parkson Corporation,Legal Name,Good Standing
Business Corporation,40050D,"PARSONS & ASSOCIATES, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,59325F,"PARSONS BRINCKERHOFF CONSTRUCTION SERVICES, INC.",Legal Name,Merged
Business Corporation,58934F,"PARSONS BRINCKERHOFF ENERGY SERVICES, INC.",Legal Name,Merged
Business Corporation,59807F,"PARSONS BRINCKERHOFF GROUP ADMINISTRATION, INC.",Previous Legal Name,Good Standing
Business Corporation,10098990,Parsons Brinckerhoff Holdings Inc.,Legal Name,Good Standing
Business Corporation,62273F,"PARSONS BRINCKERHOFF QUADE & DOUGLAS, INC.",Previous Legal Name,Good Standing
Business Corporation,62273F,"Parsons Brinckerhoff, Inc.",Previous Legal Name,Good Standing
Business Corporation,79157F,PARSONS COMMERCIAL TECHNOLOGY GROUP INC.,Previous Legal Name,Good Standing
Business Corporation,29771F,"PARSONS CONSTRUCTION SERVICES, INC.",Legal Name,Withdrawn
Business Corporation,5963F,PARSONS CONSTRUCTORS INC.,Legal Name,Good Standing
Business Corporation,57454F,PARSONS ENERGY & CHEMICALS GROUP INC.,Previous Legal Name,Good Standing
Business Corporation,6117F,"PARSONS ENGINEERING SCIENCE, INC.",Legal Name,Withdrawn
Business Corporation,79157F,Parsons Environment & Infrastructure Group Inc.,Legal Name,Good Standing
Business Corporation,79317F,PARSONS FACILITY SERVICES COMPANY,Previous Legal Name,Good Standing
Business Corporation,2508F,Parsons Government Services Inc.,Legal Name,Good Standing
Business Corporation,2508F,PARSONS INFRASTRUCTURE & TECHNOLOGY GROUP INC.,Previous Legal Name,Good Standing
Business Corporation,10021384,"Parsons Investment Management, Corporation",Legal Name,Involuntarily Dissolved
Business Corporation,25096F,"PARSONS MAIN, INC.",Legal Name,Withdrawn
Business Corporation,102851,Parsons RCI Inc.,Legal Name,Good Standing
Business Corporation,102852,Parsons RCIE Inc.,Legal Name,Withdrawn
Business Corporation,10009815,Parsons Secure Solutions Inc.,Legal Name,Good Standing
Business Corporation,79317F,PARSONS TECHNICAL SERVICES INC.,Legal Name,Good Standing
Business Corporation,5941F,PARSONS TRANSPORTATION GROUP INC,Legal Name,Good Standing
Limited Liability Company,10037487,"Parsons Truck & Auto & Fast Lube, LLC",Legal Name,Good Standing
Business Corporation,80388F,PARSONS WATER & INFRASTRUCTURE INC.,Legal Name,Good Standing
Business Name Registration,10008258,Pason Offshore Corp.,Legal Name,Expired Name
Business Corporation,72186F,PASON SYSTEMS USA CORP.,Legal Name,Good Standing
Business Corporation,10069544,"Paterson & Cooke USA, Ltd.",Legal Name,Good Standing
Limited Liability Company,128781,"Patrick Albin Carlson Joint Venture, LLC",Legal Name,Revoked
Limited Liability Company,10023319,"Patrick Albin Carlson Joint Venture, LLC",Legal Name,Withdrawn
Business Name Registration,97976,Patrick's Johnson Bro. Sportfishing and Lodging,Legal Name,Expired Name
