Business Name,Business ID,Homestate Name,Previous Name,Business Type,Principal Office Address,Registered Agent Name,Status
NELSON FLYNN FAMILY FARM,455625,,,Trade Name,"75 WEST RD, BRADFORD, NH, 03221, USA",,Expired
Nelson Forensics,704194,,,Trade Name,"2740 Dallas Pkwy Suite 220, Plano, TX, 75093, USA",,Expired
"NELSON FORENSICS, LLC",765442,"NELSON FORENSICS, LLC",,Foreign Limited Liability Company,"2740 Dallas Parkway Suite 220, Plano, TX, 75093, USA",C T Corporation System,Good Standing
NELSON FUNERAL HOME,31911,,,Trade Name,"32 MAPLE STREET, WILTON, NH, 03086, USA",,Expired
"NELSON FUNERAL HOMES, INC.",35367,,,Domestic Profit Corporation,"84 Ayers Point Road, Old Saybrook, CT, 06475, USA","Nelson, James T",Dissolved
"Nelson Global Enterprises, LLC",634177,,,Domestic Limited Liability Company,"34 Orchard Hill Rd, Epping, NH, 03042, USA","Nelson, Noel M",Admin Dissolution
"NELSON HIGGINS & SONS, INC.",111435,,,Domestic Profit Corporation,"RFD 2 BOX 167, LITTLETON, NH, 03561, USA","Higgins, Nelson",Dissolved
NELSON HILL ELECTRONICS,256308,,,Trade Name,"RFD 1 NEWBURY RD, SUTTON MILLS, NH, 03221, USA",,Expired
"Nelson Hill Properties, LLC",539046,,,Domestic Limited Liability Company,"71 Winslow Cir, New London, NH, 03259, USA","Bedard, Biron L, Esq",Admin Dissolution
NELSON INSURANCE SERVICE,131530,,,Trade Name,"117 SILVER STREET, DOVER, NH, 03820, USA",,Expired
Nelson J. Michaud Jr & Sons Hardwood Floors LLC,561835,,,Domestic Limited Liability Company,"312 CHANGE POND ROAD, Franklin, NH, 03235, USA","Michaud, Nelson , Jr",Good Standing
NELSON J. MICHAUD JR HARDWOOD FLOORS INC.,391658,,,Domestic Profit Corporation,"86 FISHERVILLE RD. #1, CONCORD, NH, 03303, USA",NELSON J. MICHAUD JR,Dissolved
Nelson Kinder + Mosseau PC,157529,,"NELSON, KINDER, MOSSEAU & GORDON, P.C.",Domestic Professional Profit Corporation,"111 Amherst Street, Manchester, NH, 03101, USA","LAW OFFICES OF DANIEL W. SKLAR, P.C.",Administratively Dissolved
Nelson Kinder + Mosseau PC,157529,,"Nelson, Kinder, Mosseau & Saturley, P.C.",Domestic Professional Profit Corporation,"111 Amherst Street, Manchester, NH, 03101, USA","LAW OFFICES OF DANIEL W. SKLAR, P.C.",Administratively Dissolved
NELSON LANDSCAPE CONSTRUCTION,769751,,,Trade Name,"117 new london dr, Webster, NH, 03303, USA",,Active
NELSON LANDWORKS,451770,,,Trade Name,"PO BOX 245, HENNIKER, NH, 03242, USA",,Expired
Nelson Landworks LLC,529959,,,Domestic Limited Liability Company,"5 Old Hay Road, Henniker, NH, 03242, USA","Costello, Stefanie A",Dissolved
NELSON LIQUIDATION CORPORATION,6796,,"CHESHIRE ANIMAL HOSPITAL, PROFESSIONAL ASSOCIATION",Domestic Profit Corporation,"312 JORDAN ROAD RFD 4, KEENE, NH, 03431, USA","Arwe, Kenneth J, Esq",Dissolved
NELSON LUMBER CO.,31913,,,Domestic Limited Partnership,"EAST SULLIVAN, NH, 03445, USA",,Active
Nelson Manufacturing Company,673717,,,Domestic Profit Corporation,"Unknown, East Swanzey, NH, 03446, USA",,Dissolved
"Nelson Murray Company, Inc.",B03012,,"Nelson Murray Company, Inc.",Domestic Profit Corporation,NONE,"Morse, Mayland H",Dissolved
NELSON OF OHIO,242767,"NELSON TREE SERVICE, INC.",,Foreign Profit Corporation,"708 BLAIR MILL RD, WILLOW GROVE, PA, 19090, USA",C T Corporation System,Merged
NELSON OF OHIO,245402,,,FORCED DBA,"3300 OFFICE PK DR, DAYTON, 45439, USA",,Parent Merged
Nelson Oil Coporation,B57359,,,Domestic Profit Corporation,"Unknown, Colebrook, NH, 03576, USA",,Admin Dissolution
NELSON PIANO SERVICE,137056,,,Trade Name,"22 AMHERST STREET, Nashua, NH, 03060, USA",,Active
NELSON REAL ESTATE GROUP,803595,,,Trade Name,"147 Hitching Post Lane, Bedford, NH, 03110, USA",,Active
NELSON REALTY NORTH CORP.,135703,,,Domestic Profit Corporation,"5 Nelson's Pine Point, Alton, NH, 03810, USA","Nelson, Allen D",Good Standing
Nelson Robotics Corp.,711783,,,Domestic Profit Corporation,"26 Monroe Street, Concord, NH, 03301, USA","Nelson, Isaiah",Administratively Dissolved
NELSON SHERMAN EXCAVATING & TRUCKING,399695,,,Trade Name,"73 Harriman Hill Rd, Raymond, NH, 03077, USA",,Active
NELSON SIGN CO.,122021,,,Trade Name,"CHRISTINE DRIVE BUILDING 2 UNIT 2-3, HUDSON, NH, 03051, USA",,Expired
"NELSON SOLAR, LLC",783949,,,Domestic Limited Liability Company,"19 Plaza Heights Road, West Lebanon, NH, 03784, USA",Donoghue Terence,Not In Good Standing
NELSON STEEL GROUP,269081,,,Trade Name,"176 RT 27, RAYMOND, NH, 03077, USA",,Expired
Nelson Sterling Transport,598707,,,Trade Name,"18 Highland Ave, Sandown, NH, 03873, USA",,Expired
Nelson Stone Brace,623351,,,Trade Name,"76 Old Province Rd, Goshen, NH, 03752, USA",,Expired Pending
NELSON TAXPAYERS ASSOCIATION,61955,,,Domestic Nonprofit Corporation,"MARLBORO, NH, 03455, USA",,Dissolved
NELSON TRACTOR LLC,287608,,NELSON TRACTOR LIMITED,Domestic Limited Liability Company,"521 OLD STODDARD RD, Nelson, NH, 03457, USA",Maurice W. Collins Jr.,Good Standing
"NELSON TREE SERVICE, LLC",767496,"NELSON TREE SERVICE, LLC",NTS CONVERSION,Foreign Limited Liability Company,"708 Blair Mill Road, Willow Grove, PA, 19090, USA",C T Corporation System,Good Standing
NELSON VENTURES,103625,,,Trade Name,"228 DANIEL WEBSTER HWY UNIT #6, NASHUA, NH, 03062, USA",,Expired
"NELSON VENTURES, INC.",128715,,,Domestic Profit Corporation,"% DAVID H NELSON 228 D W HIGHWAY S, NASHUA, NH, 03062, USA","Gall, Joseph F, Jr Esq",Dissolved
Nelson Walker LLC,691767,,,Domestic Limited Liability Company,"66 Rt. 27 Unit 3, Raymond, NH, 03077, USA","United States Corporation Agents, Inc.",Admin Dissolution
NELSON'S ACQUISITION CONSULTING SERVICES,129721,,,Trade Name,"61 MARSHALL STREET, NASHUA, NH, 03060, USA",,Expired
NELSON'S AUTO REPAIR,352821,,,Trade Name,"49 REDINGTON, LITTLETON, NH, 03561, USA",,Active
NELSON'S AUTO REPAIR,138028,,,Trade Name,"20 REDINGTON STREET, LITTLETON, NH, 03561, USA",,Expired
"NELSON'S AUTO, INC.",80333,,,Domestic Profit Corporation,NONE,"Murphy, Francis G, Jr Esq",Dissolved
"Nelson's Available, LLC",683251,,,Domestic Limited Liability Company,"95 Buttrick Rd, Hampstead, NH, 03841, USA","Fitzgerald-Boyd Law, PLLC",Admin Dissolution
NELSON'S CANDIES,812345,,,Trade Name,"58 Cortland Road, Milford, NH, 03055, USA",,Active
Nelson's Candy,568261,,,Trade Name,"65 Main St, Wilton, NH, 03086, USA",,Expired
NELSON'S CANDY LLC,806606,,,Domestic Limited Liability Company,"65 Main Street, Wilton, NH, 03086, USA",Mark Feraco,Good Standing
Nelson's Computer Help,700280,,,Trade Name,"41 Batchelder Road, Raymond, NH, 03077, USA",,Active
Nelson's Field Mowing LLC,681818,,,Domestic Limited Liability Company,"142 Rollins Rd, Newbury, NH, 03255, USA","United States Corporation Agents, Inc.",Admin Dissolution
NELSON'S HAIR CUTTERS,774729,,,Trade Name,"691 Somerville St., Manchester, NH, 03103, USA",,Active
"NELSON'S HARDWARE, INC.",106669,,,Domestic Profit Corporation,"RT 10, MAIN ST PO BOX 711, GOSHEN, NH, 03752, USA","Bailey, Ruth M",Dissolved
"NELSON'S HOME FURNISHINGS, LLC",798019,,NELSON'S HOME FURNISHINGS CORPORATION,Domestic Limited Liability Company,"365 River Rd, Manchester, NH, 03104, USA",Craig S Donais,Good Standing
NELSON'S LOGGING,91317,,,Trade Name,"1 RFD, GOFFSTOWN, NH, 03045, USA",,Expired
NELSON'S LOGGING,260547,,,Trade Name,"PO BOX 118, GOFFSTOWN, NH, 03045, USA",,Expired
"NELSON'S NORTH SANDWICH COUNTRY STORE, INC.",96246,,,Domestic Profit Corporation,NONE,,Dissolved
NELSON'S SUB SHOP,463486,,,Trade Name,"PO BOX 1380, CONWAY, NH, 03818, USA",,Expired
Nelson's Transmission Service LLC,575211,,,Domestic Limited Liability Company,"39 Back River Rd, Merrimack, NH, 03054, USA","Ramirez, Nelson",Admin Dissolution
NELSON'S WELDING,176628,,,Trade Name,"RR 1 BOX 18B BONNIE BRAI, ALSTEAD, NH, 03602, USA",,Expired
NELSON'S WELDING - LLC,232963,,,Domestic Limited Liability Company,"18 TRIPP LANE, ALSTEAD, NH, 03602, USA",LANCE C NELSON,Admin Dissolution
"NELSON, BERGER & ASSOCIATES, INC.",222998,,,Domestic Profit Corporation,"55 BRIDGE ST STE 150, MANCHESTER, NH, 03101, USA","Nelson, Charles V",Dissolved
"NELSON, H. L. CONSTRUCTION, INC.",12990,,,Domestic Profit Corporation,"12 VALIANT LANE, NASHUA, NH, 03060, USA","Currier, Philip R, Esq",Dissolved
"Nelson, Hirsch & Associates, Inc.",623658,"Nelson, Hirsch & Associates, Inc.",,Foreign Profit Corporation,"5370 Highway 92 Suite 410-423, Fairburn, GA, 30213, USA",C T Corporation System,Admin. Suspension
"NELSON, MARIANNE, REALTOR",31914,,,Trade Name,"BOX 233 RFD, ASHLAND, NH, 03217, USA",,Expired
"NELSON, STEWART, REALTY CORPORTION",19839,,,Domestic Profit Corporation,"143 N. MAIN ST., CONCORD, NH, 03301, USA","Nelson, Stewart, Jr",Dissolved
"NELSON, STEWART, TRAVEL SERVICE, INC.",12991,,,Domestic Profit Corporation,"143 NORTH MAIN STREET, CONCORD, NH, 03301, USA","Nelson, Stewart, Jr",Dissolved
"NELSON, WARD & ASSOCIATES, INC.",145620,,"NELSON, WARD & ASSOC., INC.",Domestic Profit Corporation,"371 SCHOODAC ROAD, WARNER, NH, 03278, USA","Fries, David K, Esq",Dissolved
"NELSON, WATSON & ASSOCIATES, LLC",495344,"NELSON, WATSON & ASSOCIATES, LLC",,Foreign Limited Liability Company,"80 MERRIMACK STREET LWR LVL, HAVERHILL, MA, 01830, USA",CORPORATION SERVICE COMPANY,Admin. Suspension
"NELSON-KELLAR, INC.",407635,,,Domestic Profit Corporation,"5 ELWYN RD. EXT., PORTSMOUTH, NH, 03801, USA","Kellar, Andrew",Admin Dissolution
"NELSON-MARK ASSOCIATES, INC.",19837,,,Domestic Profit Corporation,"GLEN, NH, 03838, USA","Paine, William",Dissolved
Nelson-Michaud Funeral Home,584687,,,Trade Name,"32 Maple Street, Wilton, NH, 03086, USA",,Expired
"NELSON-WEATHERS ASSOCIATES, INC.",35232,,,Domestic Profit Corporation,"MAIN ST, NEW LONDON, NH, 03257, USA","Nelson, Robert L",Dissolved
"NELSON/SCRIBNER ASSOCIATES, INC.",239413,,,Domestic Profit Corporation,"PO Box 16171, Hooksett, NH, 03106, USA","Bognaski, Michael R",Good Standing
"Nelson\Nygaard Consulting Associates, Inc.",543136,"NELSON\NYGAARD CONSULTING ASSOCIATES, INC.",,Foreign Profit Corporation,"2 Bryant Street, Suite 300, San Francisco, CA, 94105, USA",COGENCY GLOBAL INC.,Good Standing
NELSONS REMODELING & PAINTING,408424,,,Trade Name,"PO Box 5472, Manchester, NH, 03108, USA",,Expired
"Nerds on Site, Inc.",540938,"NERDS ON SITE, INC.",,Foreign Profit Corporation,"300 River Place, Ste 3000, Detroit, MI, 48207, USA","National Registered Agents, Inc.",Admin. Suspension
NESO-NEW ENGLAND STRUCTURAL OPERATIONS,399532,,,Trade Name,"180 N MAST RD, GOFFSTOWN, NH, 03045, USA",,Expired
"New Albertson's, Inc.",556059,"NEW ALBERTSON'S, INC.",,Foreign Profit Corporation,"250 E PARKCENTER BLVD, Boise, ID, 83706, USA",C T Corporation System,Good Standing
NEW BEDFORD GAS AND EDISON LIGHT COMPANY,2693,NEW BEDFORD GAS AND EDISON LIGHT COMPANY,,Foreign Profit Corporation,"675 MASSACHUSETTS AVE PO BOX 190, CAMBRIDGE, MA, 02139, USA",C T Corporation System,Withdrawn
NEW DAWN PERSONAL CONSULTANTS,178202,,,Trade Name,"P.O. BOX 6585, CONCORD, NH, 03303, USA",,Expired
NEW DIMENSIONS PERSONNEL AGENCY,167151,,,Trade Name,"100 MAIN ST., LITTLETON, NH, 03561, USA",,Expired
NEW DIMENSIONS PERSONNEL SERVICES,174349,,,Trade Name,"226 MAIN STREET, LITTLETON, NH, 03561, USA",,Expired
"NEW DIMENSIONS PERSONNEL SERVICES, INC.",239086,,,Domestic Profit Corporation,"113 COTTAGE ST, LITTLETON, NH, 03561, USA","Phillips, Merilee",Good Standing
NEW ENGLAND ALLERGY ASTHMA IMMUNOLOGY & PRIMARY CARE P.C.,53751,NEW ENGLAND ALLERGY ASTHMA IMMUNOLOGY & PRIMARY CARE P.C.,THOMAS T. JOHNSON M.D. P.C.,Foreign Professional Profit Corporation,"555 TURNPIKE STREET, NORTH ANDOVER, MA, 01845, USA","Johnson, Thomas F",Administratively Suspended
New England Alliance for Person Centered Dementia Care,631935,,,Trade Name,"7 Lancaster Road, Gorham, NH, 03581, USA",,Expired
NEW ENGLAND ARSON SEMINAR,489015,,,Trade Name,"65 Kidder St, Manchester, NH, 03101, USA",,Expired
NEW ENGLAND CLASSIFIEDS ONLINE,271924,,,Trade Name,"14 LANTERN LN, MERRIMACK, NH, 03054, USA",,Expired
NEW ENGLAND CONCRETE MASONRY ASSOCIATION,433895,,,Domestic Nonprofit Corporation,"9 Main Street, Suite 2-B2 PO Box 448, Manchaug, MA, 01526, USA",,Good Standing
"NEW ENGLAND DETROIT DIESEL-ALLISON, INC.",168383,"NEW ENGLAND DETROIT DIESEL-ALLISON, INC.",DETROIT DIESEL POWER PRODUCTS,Foreign Profit Corporation,"90 Bay State Road, Wakefield, MA, 01880, USA","Iacopino, Michael J, Esq",Admin. Suspension
"NEW ENGLAND GLASS-HUDSON, INCORPORATED",59512,,,Domestic Profit Corporation,"162 LOWELL RD, HUDSON, NH, 03051, USA","Matregrano, Ralph R, Sr",Dissolved
New England Heritage Masonry,734165,,,Trade Name,"798 Farrington Corner Rd, Hopkinton, NH, 03229, USA",,Active
"NEW ENGLAND HOIST, ELEVATOR, LIFT PERSONELL LLC",739546,,,Domestic Limited Liability Company,"1540 Route 106N, Loudon, NH, 03307, USA","Mazzaglia, Kerri",Good Standing
NEW ENGLAND MASONIC CHARITABLE INSTITUTE,67489,,,Domestic Nonprofit Corporation,"EFFINGHAM, NH, 03882, USA",,Admin Diss LLP-CC-NP
NEW ENGLAND MASONRY,54581,,,Trade Name,"PO BOX 39 PINGREE HILL RD, AUBURN, NH, 03032, USA",,Expired
NEW ENGLAND MASONRY,208868,,,Trade Name,"75 LAKE SHORE DRIVE, SALEM, NH, 03079, USA",,Expired
NEW ENGLAND MASONRY & CHIMNEY SWEEPERS,305671,,,Trade Name,"205 HEMLOCK ST, PO BOX 543, Gilmanton, NH, 03237, USA",,Expired
NEW ENGLAND MASONRY & CHIMNEY SWEEPERS,831464,,,Trade Name,"8 MARGIES WAY, Epsom, NH, 03234, USA",,Active
"New England Painting of Franklin, Goffstown, Hampton, Hollis, Hooksett, Hudson, Laconia, Litchfield, Londonderry and Mason",554216,,,Trade Name,"258 Pleasant St., Franklin, NH, 03235, USA",,Expired
NEW ENGLAND PERSONAL DEFENSE PRODUCTS,185075,,,Trade Name,"37 DEXTER ST., NASHUA, NH, 03060, USA",,Expired
NEW ENGLAND PERSONAL INJURY PRACTICE,787244,,,Trade Name,"799 Mammoth Road, Manchester, NH, 03104, USA",,Active
NEW ENGLAND PERSONNEL EMPLOYMENT RECRUITERS,109824,,,Trade Name,"10 RAVEN DR., HUDSON, NH, 03051, USA",,Expired
NEW ENGLAND PERSONNEL RETAIL/OFFICE CONSULTANTS,120150,,,Trade Name,"5 HAROLD DRIVE, NASHUA, NH, 03060, USA",,Expired
NEW ENGLAND SEASONS,97553,,,Trade Name,"RT 1 BOX 376A, NORTHFIELD, NH, 03276, USA",,Expired
"NEW ENGLAND SONIC SYSTEMS, INC.",80646,,,Domestic Profit Corporation,NONE,"Bentley, Michael P, Esq",Dissolved
"NEW ENGLAND STONEMASONRY, INC.",189647,,,Domestic Profit Corporation,"% 79 OLD MILFORD RD, MONT VERNON, NH, 03057, USA","Harris, Gabriel",Dissolved
NEW ENGLAND TRIPS ONLINE GUIDE,341582,,,Trade Name,"30 SOUTH VILLAGE ROAD, LOUDON, NH, 03307, USA",,Expired
NEW ENGLAND YANKEE ANTIQUES ON LAKE HORACE,184918,,,Trade Name,"326 RESERVOIR DR, WEARE, NH, 03281, USA",,Expired
NEW HAMPSHIRE ASSOCIATION OF CORRECTIONAL TRAINING PERSONNEL,67072,,,Domestic Nonprofit Corporation,"163 NO. MAIN ST., CONCORD, NH, 03301, USA",,Dissolved
NEW HAMPSHIRE CHAPTER CENTRAL SERVICE/ MATERIALS MANAGEMENT (NHCCSMM),85171,,THE NEW HAMPSHIRE CHAPTER OF CENTRAL SERVICE PERSONNEL (N.H.C.C.S.P.),Domestic Nonprofit Corporation,"% DONALD PARI 214 ABBOTT FM. LN., HUDSON, NH, 03051, USA",,Dissolved
NEW HAMPSHIRE EDITIONS ON-LINE,249392,,,Trade Name,"100 MAIN ST, NASHUA, NH, 03060, USA",,Expired
New Hampshire Fire Prevention Society Inc. & New Hampshire Chapter of the International Association of Arson Investigators Inc.,76123,,,Domestic Nonprofit Corporation,"53 Regional Drive, Suite 1, Concord, NH, 03301, USA",,Good Standing
NEW HAMPSHIRE GRANITE MASONRY CO.,42297,,,Trade Name,"133 AIRPORT RD., CONCORD, NH, 03301, USA",,Expired
NEW HAMPSHIRE JUMPSTART COALITION FOR PERSONAL FINANCIAL LITERACY,354840,,,Domestic Nonprofit Corporation,"51 Jefferson Drive, Hillsborough, NH, 03244, USA",,Good Standing
New Hampshire MasoniCare,67311,,MASONIC HOME,Domestic Nonprofit Corporation,"813 Beech St, Manchester, NH, 03104, USA",,Good Standing
New Hampshire MasoniCare,67311,,MASONIC ORPHANS' HOME,Domestic Nonprofit Corporation,"813 Beech St, Manchester, NH, 03104, USA",,Good Standing
New Hampshire MasoniCare,67311,,New Hampshire MasoniCare,Domestic Nonprofit Corporation,"813 Beech St, Manchester, NH, 03104, USA",,Good Standing
New Hampshire MasoniCare,632001,,,Non Registered,NONE,,Non-Qualified
New Hampshire Personal Care LLC,551373,,,Domestic Limited Liability Company,"15 Country Club Dr., Apt. 25, Manchester, NH, 03101, USA","Rioux, Alice",Admin Dissolution
NEW HAMPSHIRE PERSONAL WATERCRAFT ASSOCIATION,139400,,,Domestic Nonprofit Corporation,"PO BOX 172, CONCORD, NH, 03302, USA",,Admin Diss LLP-CC-NP
NEW HAMPSHIRE PERSONALITIES,463411,,,Trade Name,"100 HAWK DR, BEDFORD, NH, 03110, USA",,Expired
"NEW HAMPSHIRE PERSONNEL AND GUIDANCE ASSOCIATION, INC.",66172,,,Domestic Nonprofit Corporation,"% GUIDANCE SERVICES NH DEPT. OF EDUCATION 64 NO. MAIN ST., CONCORD, NH, 03301, USA",,Dissolved
NEW HAMPSHIRE POLITICS ONLINE,208187,,,Trade Name,"35 FLANDERS ROAD, HENNIKER, NH, 03242, USA",,Expired
New Hampshire Prison Ministries,552737,,,Trade Name,"PO Box 211, Salisbury, NH, 03268, USA",,Expired
"New Hampshire Prison Ministries, Inc.",683843,,,Domestic Nonprofit Corporation,"40 Easy Street, Franklin, NH, 03235, USA",,Admin Diss LLP-CC-NP
"NEW HAMPSHIRE PROFESSIONAL PERSONNEL CONSULTANTS, INC.",66184,,,Domestic Nonprofit Corporation,"81 TATER ST., MONT VERNON, NH, 03057, USA",,Dissolved
NEW HAMPSHIRE PROJECT H.E.L.P. (HELPING ENTERTAIN LIMITED PERSONS),57504,,,Trade Name,"9 WELBY ROAD, NEW BEDFORD, MA, 02745, USA",,Expired
NEW HAMPSHIRE RETIRED PERSONS PHARMACY,42322,,,Trade Name,"706 SOMERVILLE ST., MANCHESTER, NH, 03101, USA",,Expired
NEW HAMPSHIRE SEASONS,249594,,,Trade Name,"16 PINE ACRES RD, AMHERST, NH, 03031, USA",,Active
NEW HAMPSHIRE SEASONS,99584,,,Trade Name,"174 PILLSBURY ROAD, LONDONDERRY, NH, 03053, USA",,Expired
New Hampshire Society of the Sons of the American Revolution,409138,,,Domestic Nonprofit Corporation,"3 Douglas Drive, Salem, NH, 03079, USA",,Good Standing
NEW HAMPSHIRE STATE PRISON CHARTER MEMBER OF VIETNAM VETERANS OF AMERICA,58412,,,Domestic Nonprofit Corporation,"281 NO STATE ST, CONCORD, NH, 03301, USA",,Good Standing
NEW HAMPSHIRE TOWNS ON THE WEB NETWORK (NH TOWNS),251021,,,Domestic Nonprofit Corporation,"35 FLANDERS RD, HENNIKER, NH, 03242, USA",,Dissolved
NEW HAMPSHIRE VENISON,247442,,,Trade Name,"601 DANIEL WEBSTER HWY, PLYMOUTH, NH, 03264, USA",,Active
"New Hope Personal Finance, LLC",674906,,,Domestic Limited Liability Company,"16 Oak Hill Dr, Loudon, NH, 03307, USA","Whitehouse, Peter",Admin Dissolution
NEW IPSWICH MASONIC ASSOCIATION,196941,,,Domestic Nonprofit Corporation,"WAIDE PILLSBURY 8 ERIN LN, JAFFREY, NH, 03452, USA",,Admin Diss LLP-CC-NP
"NEW JEFFERSON HOLDINGS, LLC",701291,,"New Jefferson Development, LLC",Domestic Limited Liability Company,"9 Triangle Park Drive, Concord, NH, 03302, USA","D'Amante, Raymond P, Esq",Good Standing
NEW SEASON,766520,,,Trade Name,"2500 Maitland Center Parkway, Suite 250, Maitland, FL, 32751, USA",,Rejected
NEW SEASON CAPITAL LLC,829226,,,Domestic Limited Liability Company,"195 Dow Road, Hollis, NH, 03049, USA",Susie Poulin Poulin,Good Standing
NEW SEASON FRANKLIN,789579,,,Trade Name,"880 Central Street, Suite 10, Franklin, NH, 03235, USA",,Active
NEW SONG DISTRIBUTING,230253,,,Trade Name,"RR 2 BOX 220 ROUTE 112, WOODSVILLE, NH, 03785, USA",,Expired
Newbury Masonry LLC,591495,,,Domestic Limited Liability Company,"164 Burke St Ste 1A, Nashua, NH, 03060, USA","Bennett, Peter W, Esq",Admin Dissolution
Newcomb's Masonry,646001,,,Trade Name,"20 Kiniry St, North Walpole, NH, 03609, USA",,Expired
"Newcomb's Masonry, LLC",721085,,,Domestic Limited Liability Company,"20 Kiniry St, North Walpole, NH, 03609, USA","Munn, Karen",Good Standing
"NEWSON INSURANCE AGENCY, INC.",232015,,,Domestic Profit Corporation,"PO BOX 1030, EXETER, NH, 03833, USA","Foy, James M",Admin Dissolution
NEWSONG CHRISTIAN CHURCH (ADVENT CHRISTIAN) INC.,69628,,"THE EVANGELICAL BIBLE CHURCH (ADVENT CHRISTIAN), INC.",Domestic Nonprofit Corporation,"PO BOX 1243 615 CENTER ST., WOLFEBORO, NH, 03894, USA",,Admin Diss LLP-CC-NP
"NextGen Hanson, LLC",439253,,"TIMOTHY HANSON INVESTMENT MANAGEMENT ENTERPRISES, LLC",Domestic Limited Liability Company,"535 central road, rye, NH, 03870, USA","Money, Kenneth F, Jr Esq",Good Standing
NH All-Season Techniques LLC,691505,,,Domestic Limited Liability Company,"221 Dustin Tavern Rd, Weare, NH, 03281, USA","United States Corporation Agents, Inc.",Good Standing
NH DANS SEASONING LLC,785455,,,Domestic Limited Liability Company,"47 AGNES ST, Manchester, NH, 03102, USA",Sean Gagnon,Not In Good Standing
NH EDITIONS ONLINE MAGAZINE,252355,,,Trade Name,"100 MAIN ST, NASHUA, NH, 03060, USA",,Expired
NH Executive Drive Hudson LLC,735790,,,Domestic Limited Liability Company,"34 Tower Street, Hudson, MA, 01749, USA","INCORPORATING SERVICES, LTD.",Dissolved
NH Foods on The Go,665868,,,Trade Name,"13 Sunset Ave, Chester, NH, 03036, USA",,Expired
NH Garrison PTA,666406,,,Domestic Nonprofit Corporation,"50 Garrison Rd, Dover, NH, 03820, USA",,Good Standing
